price buyer acres sqft condition covpkg age units salesdate region
210015 AZ 0.321 10350 Fair 0 74 28 1992 CentPhoenix
150000 AZ 0.35 5800 Fair 0 25 8 1996 CentPhoenix
298324 AZ 0.604 5850 Fair 0 53 12 1997 CentPhoenix
470000 AZ 1.629 19525 Good 30 10 29 1994 CentPhoenix
3011868 AZ 7.594 168340 Good 250 11 252 1994 CentPhoenix
17875000 AZ 29.815 474892 Good 624 3 624 1991 CentPhoenix
168000 AZ 0.357 4143 Average 8 49 7 1995 CentPhoenix
103000 AZ 0.392 4800 Average 8 30 6 1993 CentPhoenix
155000 AZ 0.562 9019 Average 0 8 9 1994 CentPhoenix
1786000 AZ 4.697 60032 Average 0 17 149 1993 CentPhoenix
220000 AZ 0.591 10484 Average 10 9 15 1995 CentPhoenix
4400000 AZ 4.277 94704 Average 146 18 148 1996 CentPhoenix
4650000 AZ 3.07 95602 Average 0 18 155 1997 CentPhoenix
508788 AZ 1.347 24300 Average 26 6 31 1992 CentPhoenix
585000 AZ 1.266 26900 Average 0 13 40 1995 CentPhoenix
217000 AZ 0.739 16100 Average 18 8 28 1992 CentPhoenix
215000 AZ 0.998 4832 Fair 0 66 18 1993 CentPhoenix
150000 AZ 1.079 5051 Fair 1 50 9 1994 CentPhoenix
400000 AZ 1.302 16250 Fair 0 10 20 1996 CentPhoenix
275000 AZ 0.622 20830 Fair 0 13 30 1994 CentPhoenix
301000 AZ 0.591 10484 Fair 0 19 15 1997 CentPhoenix
485000 AZ 1.07 16638 Fair 0 13 23 1997 CentPhoenix
170000 AZ 0.591 13248 Fair 0 7 20 1992 CentPhoenix
1150000 AZ 2.242 64584 Fair 0 16 96 1995 CentPhoenix
105000 AZ 0.191 5040 Average 0 7 6 1990 CentPhoenix
130000 AZ 0.545 5700 Average 12 18 8 1991 CentPhoenix
105500 AZ 0.316 7040 Average 0 9 8 1992 CentPhoenix
104000 AZ 0.379 4100 Average 2 50 5 1993 CentPhoenix
450000 AZ 1.846 13300 Average 2 28 23 1996 CentPhoenix
100000 AZ 0.901 6192 Fair 1 43 6 1993 CentPhoenix
368000 AZ 1.535 26822 Fair 0 7 48 1991 CentPhoenix
2550000 AZ 2.63 55650 Fair 0 17 93 1997 CentPhoenix
165000 AZ 0.56 6698 Poor 0 42 12 1996 CentPhoenix
585000 AZ 1.228 27600 Average 0 30 34 1994 CentPhoenix
579000 AZ 1.228 27600 Average 0 31 34 1995 CentPhoenix
385000 AZ 1.577 27200 Poor 44 22 32 1994 CentPhoenix
570000 AZ 0.844 12840 Good 16 35 15 1995 CentPhoenix
465000 AZ 1.591 19140 Good 25 14 24 1994 CentPhoenix
280000 AZ 0.567 7280 Good 4 32 8 1995 CentPhoenix
238600 AZ 0.476 8100 Average 0 12 13 1995 CentPhoenix
104000 AZ 0.232 2423 Average 0 77 7 1993 CentPhoenix
220000 AZ 0.587 3998 Average 0 61 10 1996 CentPhoenix
195000 AZ 0.379 4346 Average 6 38 6 1996 CentPhoenix
250000 AZ 0.669 6608 Average 3 37 9 1995 CentPhoenix
231600 AZ 0.76 6769 Average 11 33 11 1995 CentPhoenix
225000 AZ 0.716 7464 Average 0 46 6 1995 CentPhoenix
285000 AZ 0.5815 7617 Average 6 39 8 1997 CentPhoenix
350000 AZ 0.558 8000 Average 8 30 8 1995 CentPhoenix
135000 AZ 0.565 8095 Average 8 31 8 1991 CentPhoenix
152000 AZ 0.636 8220 Average 0 30 12 1994 CentPhoenix
285000 AZ 0.76 8400 Average 14 34 12 1995 CentPhoenix
225000 AZ 0.441 8460 Average 10 46 12 1995 CentPhoenix
249500 AZ 0.568 8486 Average 1 25 10 1996 CentPhoenix
277500 AZ 0.672 11090 Average 18 37 17 1995 CentPhoenix
477000 AZ 0.684 13534 Average 20 30 15 1996 CentPhoenix
398567 AZ 1.093 13660 Average 0 41 16 1991 CentPhoenix
455000 AZ 0.928 14258 Average 16 35 14 1997 CentPhoenix
365000 AZ 0.952 14797 Average 20 36 20 1994 CentPhoenix
332000 AZ 0.931 15790 Average 26 9 26 1992 CentPhoenix
688000 AZ 0.483 18198 Average 24 26 24 1996 CentPhoenix
915000 AZ 1.333 25515 Average 28 28 27 1997 CentPhoenix
798000 AZ 1.415 28000 Average 28 25 28 1994 CentPhoenix
300000 AZ 0.92 8400 Average 14 34 13 1995 CentPhoenix
165000 AZ 0.437 4408 Average 0 44 6 1994 CentPhoenix
180000 AZ 1.25 9500 Average 0 36 15 1995 CentPhoenix
650000 AZ 1.876 21852 Average 24 34 27 1997 CentPhoenix
154000 AZ 0.479 3525 Average 6 38 6 1994 CentPhoenix
225000 AZ 0.729 21475 Average 26 39 26 1993 CentPhoenix
202500 AZ 0.423 6994 Average 0 12 7 1995 CentPhoenix
170000 AZ 0.42 6662 Average 0 44 11 1994 CentPhoenix
335000 AZ 0.672 9838 Average 15 38 17 1996 CentPhoenix
185000 AZ 0.406 6700 Average 0 36 8 1995 CentPhoenix
175000 AZ 0.661 5079 Average 12 37 6 1995 CentPhoenix
1200000 AZ 4.134 62820 Average 0 26 72 1995 CentPhoenix
160000 AZ 0.359 4590 Average 0 39 9 1995 CentPhoenix
174000 AZ 0.355 5336 Average 4 34 6 1995 CentPhoenix
185000 AZ 0.549 5380 Average 8 34 8 1995 CentPhoenix
170000 AZ 0.869 5400 Average 0 45 8 1994 CentPhoenix
298728 AZ 0.831 9715 Average 0 . 14 1997 CentPhoenix
290000 AZ 0.946 9800 Average 0 46 14 1996 CentPhoenix
160000 AZ 0.287 4800 Average 6 35 8 1994 CentPhoenix
1000000 AZ 3.558 47600 Average 56 23 56 1995 CentPhoenix
225000 AZ 0.689 6997 Average 0 39 11 1995 CentPhoenix
360000 AZ 0.657 10231 Average 5 37 17 1995 CentPhoenix
212000 AZ 1.145 6346 Average 0 35 7 1996 CentPhoenix
384000 AZ 0.917 15200 Average 16 31 16 1996 CentPhoenix
225000 AZ 0.927 8936 Average 8 37 16 1992 CentPhoenix
166840 AZ 0.448 6440 Average 0 16 8 1991 CentPhoenix
165000 AZ 0.391 5830 Fair 8 44 10 1991 CentPhoenix
171000 AZ 0.546 6830 Fair 8 44 8 1994 CentPhoenix
290000 AZ 0.456 7285 Fair 12 36 12 1992 CentPhoenix
173643 AZ 0.489 8717 Fair 0 65 14 1995 CentPhoenix
341000 AZ 1.336 13440 Fair 20 40 20 1994 CentPhoenix
530000 AZ 0.724 19100 Fair 0 34 37 1997 CentPhoenix
494881 AZ 2.189 24304 Fair 0 41 28 1994 CentPhoenix
105000 AZ 0.611 6868 Fair 6 43 8 1994 CentPhoenix
230000 AZ 0.712 8000 Fair 0 35 12 1995 CentPhoenix
520000 AZ 1.228 27600 Fair 0 30 34 1994 CentPhoenix
125000 AZ 0.359 4590 Fair 0 38 9 1994 CentPhoenix
350000 AZ 1.125 8182 Fair 0 45 16 1997 CentPhoenix
155000 AZ 0.325 7562 Poor 0 54 8 1994 CentPhoenix
120000 AZ 0.416 3135 Poor 0 44 12 1992 CentPhoenix
106000 AZ 0.311 7040 Fair 0 30 22 1993 CentPhoenix
700000 AZ 2.0335 25634 Fair 16 37 28 1997 CentPhoenix
189000 AZ 0.631 10400 Average 0 15 16 1996 CentPhoenix
100000 AZ 0.477 4000 Average 0 43 7 1993 CentPhoenix
148000 AZ 0.587 5820 Average 0 . 12 1993 CentPhoenix
492814 AZ 0.35 8085 Average 11 31 15 1991 CentPhoenix
181000 AZ 0.305 9514 Average 12 32 12 1993 CentPhoenix
275000 AZ 0.621 10150 Average 12 26 11 1992 CentPhoenix
335000 AZ 0.399 11442 Average 0 38 18 1997 CentPhoenix
385000 AZ 0.588 11700 Average 8 28 14 1996 CentPhoenix
288000 AZ 0.321 11779 Average 4 36 25 1996 CentPhoenix
442397 AZ 0.457 18694 Average 20 34 20 1993 CentPhoenix
360000 AZ 1.102 20168 Average 24 31 34 1994 CentPhoenix
360000 AZ 0.701 22541 Average 25 25 36 1992 CentPhoenix
750000 AZ 1.057 26670 Average 30 35 34 1996 CentPhoenix
918000 AZ 1.147 24150 Average 20 14 52 1997 CentPhoenix
1630000 AZ 2.343 37500 Average 28 34 28 1996 CentPhoenix
475000 AZ 0.84 16400 Average 0 31 26 1995 CentPhoenix
245468 AZ 0.398 6000 Average 8 22 8 1995 CentPhoenix
850000 AZ 0.996 24358 Average 34 15 34 1994 CentPhoenix
420000 AZ 0.643 21850 Average 0 35 34 1993 CentPhoenix
2739000 AZ 5.065 118816 Average 0 26 234 1997 CentPhoenix
480000 AZ 0.443 13275 Average 12 34 23 1997 CentPhoenix
1522000 AZ 2.136 47350 Average 0 19 60 1993 CentPhoenix
1600000 AZ 2.26 60395 Average 0 28 100 1997 CentPhoenix
100000 AZ 0.313 9366 Average 0 27 18 1991 CentPhoenix
108000 AZ 0.253 6744 Average 0 10 6 1994 CentPhoenix
312000 AZ 0.913 25200 Average 0 23 40 1992 CentPhoenix
310000 AZ 0.442 6500 Average 10 37 10 1997 CentPhoenix
170000 AZ 0.599 7200 Average 12 21 10 1993 CentPhoenix
229000 AZ 0.482 14264 Fair 0 37 28 1993 CentPhoenix
262500 AZ 0.33 10212 Average 0 21 23 1994 CentPhoenix
220000 AZ 0.61 14542 Average 0 32 24 1993 CentPhoenix
300000 AZ 0.563 18000 Average 0 8 24 1991 CentPhoenix
516000 AZ 1.457 21264 Average 0 20 24 1991 CentPhoenix
632000 AZ 0.916 28072 Average 0 33 43 1994 CentPhoenix
921149 AZ 1.668 46860 Average 69 11 71 1996 CentPhoenix
980000 AZ 2.271 51604 Average 0 20 73 1993 CentPhoenix
350000 AZ 1.165 12650 Average 13 32 13 1995 CentPhoenix
385000 AZ 1.165 13150 Average 12 50 13 1997 CentPhoenix
3250000 AZ 4.165 105450 Average 110 24 114 1996 CentPhoenix
290000 AZ 0.43 16050 Average 0 32 20 1996 CentPhoenix
455000 AZ 0.721 23100 Average 0 24 30 1997 CentPhoenix
125000 AZ 0.625 8400 Average 12 6 12 1992 CentPhoenix
135000 AZ 0.708 12800 Average 0 21 16 1991 CentPhoenix
100000 AZ 0.224 4200 Average 0 19 8 1992 CentPhoenix
211500 AZ 0.436 15900 Average 12 38 12 1996 CentPhoenix
201000 AZ 0.545 8422 Fair 0 54 16 1990 CentPhoenix
262000 AZ 0.33 8550 Fair 0 22 23 1995 CentPhoenix
326800 AZ 0.658 12000 Fair 0 22 15 1996 CentPhoenix
392500 AZ 0.427 16050 Fair 0 33 20 1997 CentPhoenix
125000 AZ 0.689 6000 Fair 4 37 7 1992 CentPhoenix
2200000 AZ 6.704 137130 Fair 0 38 182 1997 CentPhoenix
800000 AZ 3.126 71392 Good 128 8 85 1992 CentPhoenix
1446250 AZ 2.241 46904 Good 88 14 88 1996 CentPhoenix
429000 AZ 0.699 15300 Good 25 14 24 1995 CentPhoenix
745000 AZ 0.248 30080 Good 44 5 44 1992 CentPhoenix
880000 AZ 2.53 52778 Good 0 8 77 1991 CentPhoenix
4000000 AZ 8.191 135040 Good 382 7 272 1991 CentPhoenix
365000 AZ 1.209 30280 Good 0 8 44 1993 CentPhoenix
103000 AZ 0.233 4951 Average 3 81 8 1992 CentPhoenix
375000 AZ 0.581 13000 Average 0 9 20 1994 CentPhoenix
496719 AZ 0.737 13330 Average 27 16 24 1994 CentPhoenix
560000 AZ 1.79 21700 Average 28 22 28 1993 CentPhoenix
932000 AZ 0.92 22502 Average 34 6 33 1991 CentPhoenix
640000 AZ 0.997 23650 Average 32 15 32 1997 CentPhoenix
3449215 AZ 4.399 95724 Average 108 25 108 1997 CentPhoenix
1350000 AZ 2.846 64600 Average 0 22 76 1994 CentPhoenix
532500 AZ 0.794 19788 Average 12 15 28 1994 CentPhoenix
2850000 AZ 3.9 82400 Average 104 12 106 1994 CentPhoenix
3085000 AZ 3.32 67100 Average 90 11 90 1997 CentPhoenix
4300000 AZ 4.214 86592 Average 10 22 160 1997 CentPhoenix
420000 AZ 1.082 30225 Average 0 11 52 1992 CentPhoenix
975000 AZ 3.711 83018 Average 0 20 103 1992 CentPhoenix
874000 AZ 2.001 41720 Average 60 9 60 1993 CentPhoenix
360000 AZ 0.699 15660 Average 0 10 24 1991 CentPhoenix
128000 AZ 0.669 8910 Fair 14 23 11 1993 CentPhoenix
495000 AZ 0.917 22400 Fair 0 12 28 1994 CentPhoenix
2950000 AZ 7.425 168000 Fair 115 22 210 1995 CentPhoenix
300000 AZ 0.69 10509 Good 12 23 11 1992 CentPhoenix
512500 AZ 0.927 16400 Good 23 30 24 1994 CentPhoenix
180000 AZ 0.402 9000 Good 0 44 15 1995 CentPhoenix
195000 AZ 0.505 6534 Good 0 23 7 1994 CentPhoenix
304000 AZ 0.48 9830 Average 10 35 17 1995 CentPhoenix
195000 AZ 0.413 6320 Average 0 57 12 1995 CentPhoenix
330000 AZ 0.623 10150 Average 10 30 11 1996 CentPhoenix
333200 AZ 1.136 10461 Average 1 44 17 1995 CentPhoenix
345000 AZ 0.538 12420 Average 12 31 22 1991 CentPhoenix
275000 AZ 0.551 15700 Average 16 31 14 1995 CentPhoenix
300000 AZ 0.84 16524 Average 0 30 26 1994 CentPhoenix
440000 AZ 0.779 20700 Average 28 15 26 1995 CentPhoenix
689000 AZ 0.921 26546 Average 0 22 40 1991 CentPhoenix
650000 AZ 0.573 35232 Average 0 36 37 1991 CentPhoenix
885000 AZ 1.653 51600 Average 48 33 48 1996 CentPhoenix
223000 AZ 0.879 9491 Average 0 15 15 1995 CentPhoenix
605000 AZ 1.82 22400 Average 30 26 28 1994 CentPhoenix
140000 AZ 0.889 6556 Average 11 33 11 1992 CentPhoenix
388870 AZ 0.852 24975 Average 28 29 27 1992 CentPhoenix
710000 AZ 1.43 37600 Average 0 38 36 1997 CentPhoenix
1200000 AZ 2.26 60300 Average 0 25 100 1994 CentPhoenix
600000 AZ 1.043 31740 Average 32 32 33 1992 CentPhoenix
195000 AZ 0.718 6194 Fair 0 33 13 1995 CentPhoenix
542900 AZ 0.784 22546 Fair 26 29 26 1996 CentPhoenix
475000 AZ 0.913 26546 Fair 0 25 40 1994 CentPhoenix
1300000 AZ 1.653 50600 Fair 0 30 80 1997 CentPhoenix
3400000 AZ 4.5 114208 Fair 0 20 236 1991 CentPhoenix
150000 AZ 0.243 6816 Fair 0 66 12 1993 CentPhoenix
100000 AZ 0.356 6500 Poor 0 41 16 1994 CentPhoenix
240000 AZ 1.126 8182 Fair 0 43 16 1995 CentPhoenix
2775000 AZ 5.731 162920 Average 213 32 213 1994 CentPhoenix
1240000 AZ 2.099 51960 Average 62 32 52 1994 CentPhoenix
225000 AZ 0.631 11005 Average 0 44 16 1994 CentPhoenix
145000 AZ 0.869 4980 Average 8 47 8 1993 CentPhoenix
105000 AZ 0.305 5040 Average 0 51 7 1992 CentPhoenix
2650785 AZ 3.19 72650 Average 83 25 83 1997 CentPhoenix
250000 AZ 0.625 9064 Average 14 10 12 1996 CentPhoenix
510000 AZ 0.875 23730 Average 28 7 28 1992 CentPhoenix
2033500 AZ 4.325 77879 Good 0 16 181 1994 CentPhoenix
1220000 AZ 3.134 36288 Average 82 15 42 1996 CentPhoenix
169000 AZ 0.358 4740 Average 6 47 6 1995 CentPhoenix
174000 AZ 0.358 4792 Average 8 45 6 1993 CentPhoenix
160000 AZ 0.297 4950 Average 8 41 9 1991 CentPhoenix
310000 AZ 0.713 9600 Average 12 49 12 1997 CentPhoenix
375000 AZ 1.968 11562 Average 1 48 17 1995 CentPhoenix
250000 AZ 0.648 11600 Average 20 41 16 1991 CentPhoenix
283000 AZ 0.599 9486 Average 0 35 17 1990 CentPhoenix
210000 AZ 0.518 10800 Average 0 32 12 1992 CentPhoenix
750000 AZ 2.099 51960 Average 84 29 52 1991 CentPhoenix
410000 AZ 0.545 9930 Average 12 37 13 1996 CentPhoenix
320000 AZ 0.545 10025 Average 10 36 13 1995 CentPhoenix
3650000 AZ 4.049 96612 Average 173 22 173 1995 CentPhoenix
1138000 AZ 2.084 40070 Fair 0 12 68 1997 CentPhoenix
250000 AZ 0.33 10212 Average 0 19 23 1992 CentPhoenix
1650000 AZ 1.895 33800 Average 85 25 60 1997 CentPhoenix
330000 AZ 0.243 6454 Average 8 15 8 1999 NPhoenix
420000 AZ 0.391 9996 Average 0 18 16 1999 NPhoenix
725000 AZ 0.7338 19710 Average 20 19 28 2000 NPhoenix
1300000 AZ 0.957 27400 Average 45 19 40 2000 NPhoenix
635000 AZ 1 18358 Average 0 41 32 1999 NPhoenix
2180000 AZ 7.7804 37695 Fair 0 38 56 2000 NPhoenix
640000 AZ 1.8367 21600 Fair 0 37 24 2000 NPhoenix
10500000 AZ 20.473 204800 Good 256 14 256 1998 NPhoenix
315000 AZ 0.1919 6454 Average 8 15 8 1999 NPhoenix
485000 AZ 0.3535 11388 Average 0 17 18 2000 NPhoenix
1820000 AZ 2.385 42598 Average 50 36 50 2000 NPhoenix
2065000 AZ 4.14 58810 Average 0 17 64 2000 NPhoenix
440000 AZ 0.3535 11388 Average 0 17 18 2000 NPhoenix
260000 AZ 0.55 6068 Fair 0 31 8 2000 NPhoenix
485000 AZ 2.3144 8968 Fair 3 44 8 1998 NPhoenix
375000 AZ 0.391 9996 Fair 0 17 16 1998 NPhoenix
350000 AZ 1.0502 11408 Fair 0 26 16 1998 NPhoenix
370000 AZ 1.0377 11500 Fair 0 19 16 1998 NPhoenix
379000 AZ 0.7727 10482 Fair 0 40 13 1998 NPhoenix
425000 AZ 0.983 10756 Average 0 40 16 1999 NPhoenix
3970000 AZ 2.5 63840 Average 75 12 66 2000 NPhoenix
7450000 AZ 9.441 151728 Average 224 17 224 2000 NPhoenix
805000 AZ 1.0908 19092 Average 0 15 28 2000 NPhoenix
5750000 AZ 5.76 113736 Average 144 19 144 1999 NPhoenix
3950000 AZ 4.1942 99300 Average 170 27 169 1998 NPhoenix
345000 AZ 0.77 8448 Fair 0 12 11 1998 NPhoenix
395000 AZ 0.4273 10780 Average 0 15 14 1998 NPhoenix
1025000 AZ 3.025 21718 Fair 0 35 65 1998 NPhoenix
1015000 AZ 0.9642 20020 Average 40 19 32 2000 NPhoenix
737000 AZ 0.9642 21590 Average 0 17 32 1998 NPhoenix
1375000 AZ 2.1749 31325 Average 0 22 56 2000 NPhoenix
712500 AZ 1.1295 13576 Average 0 15 19 1998 NPhoenix
670000 AZ 1.1292 18750 Average 0 14 21 1999 NPhoenix
2925000 AZ 1.4784 50800 Average 0 17 68 2000 NPhoenix
3650000 AZ 3.8613 108450 Average 140 13 141 1998 NPhoenix
750000 AZ 0.9787 25017 Fair 0 13 28 1998 NPhoenix
850000 AZ 0.6424 17760 Average 0 14 25 1998 NPhoenix
755000 AZ 0.9286 22016 Average 0 16 29 1999 NPhoenix
7395000 AZ 8.306 163950 Average 190 18 192 1998 NPhoenix
322500 AZ 0.7281 9360 Average 12 17 12 1998 NPhoenix
350000 AZ 0.731 10975 Fair . 15 14 1998 NPhoenix
375000 AZ 0.3105 7792 Fair 0 19 16 1999 NPhoenix
312000 AZ 0.4637 9024 Average 0 18 16 1999 NPhoenix
1400000 AZ 1.7748 32400 Average 38 36 32 2000 NPhoenix
1300000 AZ 3.3017 40320 Average 0 23 48 1998 NPhoenix
1150000 AZ 1.5366 23700 Fair 0 27 50 1999 NPhoenix
620000 AZ 0.907 12192 Average 0 19 16 2000 NPhoenix
2125000 AZ 2.2809 52500 Average 0 15 84 1999 NPhoenix
1925000 AZ 2.524 43040 Average 32 28 44 2000 NPhoenix
542500 AZ 1.197 15323 Fair 0 50 19 2000 NPhoenix
600000 AZ 0.6761 15070 Fair 22 15 22 1999 NPhoenix
5100000 AZ 3.62 93708 Good 90 16 108 1999 NPhoenix
625000 AZ 0.972 19760 Average 16 12 16 1999 NPhoenix
812000 AZ 0.856 35550 Average 0 15 39 1998 NPhoenix
585000 AZ 0.5149 16078 Average 0 15 22 1999 NPhoenix
5750000 AZ 7.38 147900 Average 165 14 138 1998 NPhoenix
12425000 AZ 9.441 195552 Excellent 200 2 180 1999 NPhoenix
645000 AZ 1.0799 17160 Average 0 13 15 1998 NPhoenix
16300000 AZ 16.589 350576 Average 436 14 436 1998 NPhoenix
250000 AZ 0.73 8640 Good 0 9 10 1990 NPhoenix
255000 AZ 0.29 7050 Good 0 10 23 1990 NPhoenix
175500 AZ 0.46 7285 Average 12 34 12 1990 NPhoenix
158000 AZ 0.64 7500 Average 1 26 9 1990 NPhoenix
280000 AZ 0.54 8566 Average 6 27 12 1990 NPhoenix
294000 AZ 0.46 9120 Average 0 9 8 1990 NPhoenix
505949 AZ 1.14 19968 Average 18 27 29 1990 NPhoenix
520000 AZ 1.53 22816 Average 0 5 32 1990 NPhoenix
153800 AZ 0.67 6492 Average 2 28 8 1990 NPhoenix
266700 AZ 0.56 9508 Average 12 31 12 1990 NPhoenix
300500 AZ 1.37 14224 Fair 16 27 16 1990 NPhoenix
670000 AZ 1.65 52320 Fair 48 22 48 1990 NPhoenix
590000 AZ 2.252 24480 Fair 0 35 32 1997 NPhoenix
306000 AZ 0.31 8800 Fair 0 10 16 1990 NPhoenix
150000 AZ 1.376 2643 Poor 2 34 8 1994 NPhoenix
468000 AZ 1.232 27450 Good 0 8 39 1991 NPhoenix
5250000 AZ 6.22 131820 Good 164 6 164 1990 NPhoenix
140000 AZ 0.53 6120 Good 6 5 6 1990 NPhoenix
693000 AZ 3.15 12600 Good 0 . 14 1990 NPhoenix
255000 AZ 0.392 9832 Average 0 16 16 1997 NPhoenix
1500000 AZ 3.29 57002 Average 68 20 68 1990 NPhoenix
265000 AZ 1.037 14000 Average 0 14 16 1993 NPhoenix
520000 AZ 0.577 14400 Average 0 15 22 1997 NPhoenix
4623000 AZ 9.175 193572 Average 157 23 191 1997 NPhoenix
120000 AZ 0.475 5458 Average 6 16 6 1993 NPhoenix
1075000 AZ 2.63 47002 Average 71 5 71 1990 NPhoenix
3057375 AZ 4.13 95572 Good 144 7 144 1990 NPhoenix
5962000 AZ 6.67 150000 Good 200 6 192 1990 NPhoenix
4290975 AZ 7.12 152476 Good 238 4 200 1990 NPhoenix
9800000 AZ 8.54 234720 Good 264 17 300 1990 NPhoenix
155000 AZ 0.408 5038 Average 0 11 6 1996 NPhoenix
290000 AZ 0.825 26925 Average 36 7 36 1991 NPhoenix
276500 AZ 0.662 10560 Average 0 13 12 1996 NPhoenix
2615000 AZ 4.632 90875 Average 106 11 107 1996 NPhoenix
455000 AZ 0.735 14820 Average 24 11 26 1996 NPhoenix
175000 AZ 0.66 9700 Average 0 10 14 1990 NPhoenix
260000 AZ 1.1 14400 Average 0 7 16 1990 NPhoenix
150000 AZ 0.55 3967 Fair 1 42 9 1990 NPhoenix
100000 AZ 1.58 6113 Poor 1 30 11 1990 NPhoenix
270000 AZ 0.391 9150 Average 0 12 16 1994 NPhoenix
264000 AZ 0.464 9832 Average 0 16 16 1997 NPhoenix
443950 AZ 0.872 17100 Average 0 12 30 1996 NPhoenix
506000 AZ 0.842 18200 Average 0 8 30 1992 NPhoenix
172000 AZ 0.399 6000 Average 0 32 8 1996 NPhoenix
317500 AZ 2.323 7495 Average 5 33 8 1996 NPhoenix
149591 AZ 0.813 8540 Fair 0 27 12 1991 NPhoenix
142000 AZ 0.303 4286 Average 0 20 8 1994 NPhoenix
115000 AZ 0.43 4500 Average 0 32 6 1994 NPhoenix
150000 AZ 0.765 6642 Average 0 35 11 1993 NPhoenix
172500 AZ 0.702 8512 Average 0 13 10 1992 NPhoenix
260000 AZ 1.129 13687 Average 0 10 19 1993 NPhoenix
329600 AZ 0.653 18000 Average 0 10 26 1993 NPhoenix
140000 AZ 0.401 4850 Average 6 29 6 1993 NPhoenix
125000 AZ 0.401 4800 Average 0 29 6 1993 NPhoenix
240000 AZ 0.815 8520 Average 10 20 9 1993 NPhoenix
215000 AZ 0.535 8828 Average 0 29 15 1993 NPhoenix
260000 AZ 1.15 10132 Average 5 37 18 1994 NPhoenix
107500 AZ 0.663 4160 Average 4 32 7 1994 NPhoenix
283500 AZ 0.856 19664 Average 0 11 32 1992 NPhoenix
1100000 AZ 7.835 98055 Average 169 27 169 1993 NPhoenix
210000 AZ 0.525 8448 Average 0 29 13 1993 NPhoenix
197000 AZ 0.558 8100 Fair 0 25 9 1996 NPhoenix
440000 AZ 0.435 16200 Good 0 6 24 1991 NPhoenix
177722 AZ 0.339 7168 Average 8 7 8 1991 NPhoenix
170000 AZ 0.721 8988 Average 0 9 12 1992 NPhoenix
275000 AZ 0.391 9832 Average 0 16 16 1997 NPhoenix
550000 AZ 1.027 17160 Average 0 11 21 1996 NPhoenix
650000 AZ 3.635 37695 Average 0 34 54 1996 NPhoenix
4550000 AZ 8.347 151348 Average 0 12 142 1996 NPhoenix
199500 AZ 0.339 6400 Average 8 10 8 1994 NPhoenix
126000 AZ 0.44 5100 Average 0 13 6 1994 NPhoenix
340000 AZ 0.676 14960 Average 21 13 22 1997 NPhoenix
435000 AZ 1.269 27200 Average 0 8 32 1994 NPhoenix
300000 AZ 1.037 12000 Average 0 17 16 1996 NPhoenix
475000 AZ 3.8 37530 Average 0 30 54 1992 NPhoenix
1325000 AZ 1.458 50800 Average 0 11 68 1994 NPhoenix
800000 AZ 2.57 37586 Fair 30 35 36 1997 NPhoenix
846000 AZ 1.359 28160 Good 0 9 40 1994 NPhoenix
4500000 AZ 7.805 121932 Good 140 8 144 1994 NPhoenix
1900000 AZ 5.298 145762 Good 0 8 190 1992 NPhoenix
189000 AZ 0.728 10200 Good 12 10 12 1991 NPhoenix
4200000 AZ 8.306 163200 Good 190 13 192 1993 NPhoenix
210000 AZ 0.672 10640 Good 16 8 14 1993 NPhoenix
875000 AZ 2.308 22020 Average 0 8 30 1994 NPhoenix
640000 AZ 0.912 26400 Average 0 7 40 1992 NPhoenix
745000 AZ 2.85 60126 Average 0 8 92 1992 NPhoenix
2300000 AZ 8.01 142000 Average 0 9 138 1993 NPhoenix
4600000 AZ 4.583 124000 Average 128 11 146 1996 NPhoenix
258000 AZ 0.378 8600 Average 8 21 8 1995 NPhoenix
1435000 AZ 2.135 50400 Average 0 13 72 1997 NPhoenix
1825000 AZ 3.045 62320 Average 80 12 80 1997 NPhoenix
900000 AZ 2.298 45390 Average 0 7 60 1991 NPhoenix
435000 AZ 0.826 10120 Average 0 14 12 1995 NPhoenix
2400000 AZ 3.179 65320 Average 0 14 92 1997 NPhoenix
330000 AZ 0.823 18200 Average 0 24 25 1993 NPhoenix
1717000 AZ 1.469 38670 Average 62 14 62 1997 NPhoenix
9085000 AZ 10.182 250232 Good 360 7 360 1993 NPhoenix
125000 AZ 0.656 4587 Average 2 43 9 1993 NPhoenix
253500 AZ 0.427 11300 Average 0 12 14 1995 NPhoenix
360000 AZ 0.724 9120 Average 12 12 12 1997 NPhoenix
310000 AZ 1.216 14850 Good 0 29 22 1994 NPhoenix
165000 AZ 0.604 2790 Average 0 12 8 1994 NPhoenix
152000 AZ 0.401 4632 Average 0 22 6 1995 NPhoenix
151501 AZ 0.438 5036 Average 3 16 6 1996 NPhoenix
263750 AZ 0.73 8640 Average 0 16 10 1997 NPhoenix
459900 AZ 0.652 18000 Average 0 11 26 1994 NPhoenix
861800 AZ 1.41 34520 Average 0 29 64 1992 NPhoenix
440000 AZ 1.574 21600 Average 0 31 24 1994 NPhoenix
395000 AZ 1.239 14850 Average 0 29 22 1994 NPhoenix
275000 AZ 0.668 9636 Average 0 24 12 1997 NPhoenix
217000 AZ 0.668 9639 Average 0 21 12 1994 NPhoenix
145000 AZ 0.401 4550 Average 0 22 5 1994 NPhoenix
217500 AZ 0.384 5801 Average 12 32 11 1996 NPhoenix
860000 AZ 2.362 25272 Average 0 36 34 1997 NPhoenix
167000 AZ 0.455 6160 Fair 0 25 8 1995 NPhoenix
