"Fatal","Year","DOW","Hour","Mod_year","Height","Weight","DWI","Age","Car.Type","Day","Drugs","Drink","Light","Month","Belt","Route","Sex","Speed.Related","Speed.Limit","Road.Conditions","Road.Type","Distracted"
1,2012,3,17,1995,67,165,0,25,"4-Door Sedan",24,"Unknown","No","Daylight","April","Unknown","State Highway","Male","No",45,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Unknown"
1,2012,5,23,2005,72,247,0,25,"Standard Truck",19,"Unknown","Yes","Dark - Not Lighted","April","None Used-Motor Vehicle Occupant","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,20,1995,66,150,0,41,"Station Wagon",28,"No (drugs not involved)","Yes","Daylight","April","Shoulder and Lap Belt Used","State Highway","Female","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
0,2012,7,21,2012,71,180,0,35,"4-Door Sedan",28,"No (drugs not involved)","No","Dark - Lighted","April","Shoulder and Lap Belt Used","County Road","Male","No",40,"Dry","Two-Way, Not Divided","Unknown"
0,2012,4,6,2010,67,155,0,54,"4-Door Sedan",25,"No (drugs not involved)","No","Daylight","April","Shoulder and Lap Belt Used","Interstate","Female","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,1,1,2006,74,200,0,46,"Large Van",29,"No (drugs not involved)","Yes","Dark - Lighted","April","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",40,"Dry","Two-Way, Not Divided","Unknown"
1,2012,1,8,2011,71,155,0,32,"Motorcycle",29,"Unknown","No","Daylight","April","Other Helmet","State Highway","Male","Unknown",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
0,2012,1,13,2002,70,168,0,84,"4-Door Sedan",29,"No (drugs not involved)","No","Daylight","April","Shoulder and Lap Belt Used","State Highway","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,5,21,1987,65,160,0,43,"Small Truck",5,"No (drugs not involved)","No","Dark - Not Lighted","April","Shoulder and Lap Belt Used","Interstate","Male","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,1,14,1996,66,128,0,48,"Jeep",29,"No (drugs not involved)","No","Daylight","April","Shoulder and Lap Belt Used","Interstate","Female","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Distracted"
1,2012,4,9,2007,68,190,0,33,"4-Door Sedan",25,"Yes (drugs involved)","No","Daylight","April","Shoulder and Lap Belt Used","County Road","Male","No",45,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,7,17,2007,69,150,0,36,"Motorcycle",14,"No (drugs not involved)","No","Dusk","January","Other Helmet","Local Street - Municipality","Male","Yes",40,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,6,3,2000,66,130,0,18,"Jeep",6,"No (drugs not involved)","No","Dark - Not Lighted","April","Shoulder and Lap Belt Used","Interstate","Male","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,3,19,1998,73,200,0,36,"Small Truck",17,"Yes (drugs involved)","No","Dark - Lighted","April","Unknown","Local Street - Municipality","Male","Yes",40,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,1,2,2012,70,150,0,32,"4-Door Sedan",29,"No (drugs not involved)","Yes","Dark - Lighted","April","Shoulder and Lap Belt Used","State Highway","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,6,16,2004,66,131,0,19,"2-Door Sedan",6,"Unknown","No","Daylight","April","None Used-Motor Vehicle Occupant","County Road","Male","No",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,1,13,2000,67,185,0,30,"Motorcycle",29,"Unknown","No","Daylight","April","Other Helmet","State Highway","Male","Yes",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,6,18,1999,73,185,0,35,"Motorcycle",6,"Unknown","Yes","Daylight","April","Other Helmet","Local Street - Municipality","Male","No",40,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,4,14,2005,63,150,0,58,"4-Door Sedan",25,"Unknown","No","Daylight","April","Shoulder and Lap Belt Used","County Road","Female","Yes",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,4,2,2005,70,225,0,49,"Standard Truck",18,"No (drugs not involved)","Yes","Dark - Not Lighted","April","None Used-Motor Vehicle Occupant","State Highway","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,16,2010,63,120,0,66,"4-Door Sedan",27,"Unknown","No","Daylight","April","Shoulder and Lap Belt Used","State Highway","Female","Unknown",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,7,10,1998,69,200,0,40,"Jeep",28,"No (drugs not involved)","No","Daylight","April","Shoulder and Lap Belt Used","Interstate","Male","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,7,6,2009,73,220,0,29,"Standard Truck",21,"No (drugs not involved)","No","Daylight","April","Shoulder and Lap Belt Used","Interstate","Male","Yes",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,1,15,1998,71,190,0,46,"Motorcycle",29,"Unknown","No","Daylight","April","Other Helmet","State Highway","Male","Yes",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,7,23,1997,64,130,0,54,"Minivan",5,"No (drugs not involved)","Yes","Dark - Not Lighted","May","Shoulder and Lap Belt Used","State Highway","Female","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,1,12,1975,71,155,0,35,"Standard Truck",22,"No (drugs not involved)","No","Daylight","April","Shoulder and Lap Belt Used","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,2,1995,65,130,0,19,"4-Door Sedan",6,"Unknown","Yes","Dark - Not Lighted","May","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Distracted"
1,2012,7,14,2004,67,180,0,18,"4-Door Sedan",21,"Unknown","No","Daylight","April","None Used-Motor Vehicle Occupant","County Road","Male","No",55,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
0,2012,1,23,1988,75,200,0,23,"2-Door Sedan",22,"No (drugs not involved)","No","Dark - Lighted","April","Shoulder and Lap Belt Used","State Highway","Male","No",50,"Wet","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,2,14,2006,72,200,0,65,"Standard Truck",7,"Yes (drugs involved)","No","Daylight","May","Shoulder and Lap Belt Used","County Road","Male","Unknown",45,"Dry","Two-Way, Not Divided","Unknown"
1,2012,2,13,2003,69,183,0,69,"Motorcycle",7,"No (drugs not involved)","No","Daylight","May","DOT-Helmet","State Highway","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,2,11,2007,64,136,0,37,"4-Door Sedan",23,"No (drugs not involved)","No","Daylight","April","Shoulder and Lap Belt Used","State Highway","Female","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,1,2,2010,72,170,0,27,"4-Door Sedan",6,"No (drugs not involved)","No","Dark - Lighted","May","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",40,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
1,2012,1,13,2004,74,290,0,58,"Motorcycle",6,"Unknown","Yes","Daylight","May","No Helmet","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,2,18,2008,63,128,0,50,"Jeep",16,"No (drugs not involved)","No","Dark - Not Lighted","January","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",45,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
1,2012,3,8,2010,70,185,0,56,"Motorcycle",1,"No (drugs not involved)","No","Daylight","May","Other Helmet","State Highway","Male","Yes",55,"Wet","Two-Way, Not Divided","Not Distracted"
1,2012,3,7,2005,73,225,0,48,"Motorcycle",8,"No (drugs not involved)","No","Daylight","May","Other Helmet","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,1,13,1990,66,150,0,25,"2-Door Sedan",22,"Unknown","No","Daylight","January","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Yes",35,"Wet","Two-Way, Not Divided","Not Distracted"
0,2012,1,21,2000,68,150,0,38,"Jeep",6,"Yes (drugs involved)","No","Dark - Lighted","May","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",35,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,2,1,2002,62,215,3,33,"Jeep",7,"Yes (drugs involved)","Yes","Dark - Not Lighted","May","Shoulder and Lap Belt Used","State Highway","Female","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,5,14,2002,74,260,0,47,"Small Truck",3,"Unknown","No","Daylight","May","Shoulder and Lap Belt Used","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,3,21,2001,76,200,0,53,"4-Door Sedan",8,"No (drugs not involved)","No","Dark - Lighted","May","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",40,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,4,15,1993,67,130,0,62,"2-Door Sedan",9,"Unknown","No","Daylight","May","Shoulder and Lap Belt Used","County Road","Female","Yes",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,2,5,2006,71,210,0,46,"Motorcycle",7,"No (drugs not involved)","No","Dawn","May","Other Helmet","County Road","Male","No",50,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,5,9,1994,68,170,0,46,"Convertible",10,"Unknown","No","Daylight","May","Lap Belt Only Used","County Road","Female","Unknown",45,"Dry","Two-Way, Not Divided","Unknown"
1,2012,1,3,2006,67,238,0,28,"2-Door Sedan",22,"No (drugs not involved)","No","Dark - Lighted","April","Shoulder and Lap Belt Used","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,5,15,2001,72,210,0,64,"4-Door Sedan",10,"Unknown","Yes","Daylight","May","Shoulder and Lap Belt Used","County Road","Male","Unknown",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,5,11,1998,68,200,0,67,"Small Truck",10,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","State Highway","Male","No",45,"Dry","Two-Way, Not Divided","Unknown"
1,2012,6,0,1987,56,110,0,29,"4-Door Sedan",11,"Unknown","Yes","Dark - Not Lighted","May","None Used-Motor Vehicle Occupant","County Road","Female","Unknown",40,"Dry","Two-Way, Not Divided","Distracted"
0,2012,6,7,1997,65,170,0,63,"Small Truck",11,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",35,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Unknown"
1,2012,1,11,1992,75,250,0,64,"Jeep",13,"Unknown","No","Daylight","May","None Used-Motor Vehicle Occupant","Interstate","Male","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
0,2012,6,21,2006,72,240,0,36,"Station Wagon",11,"Unknown","No","Dark - Not Lighted","May","Shoulder and Lap Belt Used","County Road","Male","No",50,"Dry","Two-Way, Not Divided","Unknown"
1,2012,1,0,2004,69,140,0,30,"4-Door Sedan",22,"Yes (drugs involved)","Yes","Dark - Lighted","April","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Yes",30,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,5,99,2004,75,215,0,50,"Motorcycle",3,"No (drugs not involved)","Yes","Dark - Not Lighted","May","Other Helmet","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,1,3,1997,69,240,0,51,"Jeep",13,"No (drugs not involved)","No","Dark - Lighted","May","Shoulder and Lap Belt Used","Interstate","Male","Yes",70,"Dry","Two-Way,  Divided, Positive  Median Barrier","Distracted"
1,2012,6,15,2000,74,205,0,61,"Motorcycle",4,"No (drugs not involved)","No","Daylight","May","Other Helmet","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,1,14,2003,71,170,0,65,"Standard Truck",15,"Yes (drugs involved)","Yes","Daylight","April","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,2,4,1999,67,160,0,32,"Small Truck",23,"Unknown","Yes","Dark - Not Lighted","April","None Used-Motor Vehicle Occupant","Interstate","Male","No",70,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,3,23,2012,69,205,0,32,"2-Door Sedan",15,"Unknown","No","Dark - Lighted","May","Not Reported","Local Street - Municipality","Male","Yes",45,"Dry","Two-Way, Not Divided","Unknown"
1,2012,2,1,2005,67,160,0,37,"Small Truck",2,"No (drugs not involved)","Yes","Dark - Not Lighted","April","Shoulder and Lap Belt Used","Interstate","Male","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,6,17,1995,75,230,0,42,"Motorcycle",4,"Unknown","No","Daylight","May","Other Helmet","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,4,1,2003,66,150,0,22,"Motorcycle",2,"No (drugs not involved)","Yes","Dark - Not Lighted","May","No Helmet","Local Street - Municipality","Male","Yes",35,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,5,15,1994,71,135,0,19,"2-Door Sedan",10,"Unknown","No","Daylight","May","None Used-Motor Vehicle Occupant","Local Street - Municipality","Male","Yes",35,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,5,9,2011,65,135,0,18,"Motorcycle",17,"Unknown","No","Daylight","May","Other Helmet","State Highway","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
0,2012,3,22,2006,73,220,0,27,"Jeep",24,"Yes (drugs involved)","Yes","Dark - Lighted","April","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",45,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Unknown"
0,2012,6,17,1998,67,130,0,46,"Small Truck",4,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",35,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,2,2,2000,64,150,0,40,"4-Door Sedan",23,"No (drugs not involved)","Yes","Dark - Not Lighted","April","Shoulder and Lap Belt Used","County Road","Female","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,4,10,1992,67,125,0,76,"4-Door Sedan",2,"No (drugs not involved)","No","Daylight","May","None Used-Motor Vehicle Occupant","County Road","Female","No",40,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,5,2003,69,280,0,24,"Station Wagon",20,"No (drugs not involved)","Yes","Dark - Not Lighted","May","None Used-Motor Vehicle Occupant","State Highway","Male","Unknown",70,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,1,15,2003,76,225,0,45,"Motorcycle",20,"No (drugs not involved)","Yes","Daylight","May","DOT-Helmet","County Road","Male","No",45,"Dry","Two-Way, Not Divided","Unknown"
0,2012,3,22,1991,69,150,0,17,"Jeep",1,"No (drugs not involved)","No","Dark - Not Lighted","May","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",50,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,4,0,1970,73,150,0,22,"Standard Truck",16,"Unknown","Yes","Dark - Lighted","May","None Used-Motor Vehicle Occupant","Local Street - Municipality","Male","Yes",45,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,99,2002,70,205,0,39,"Standard Truck",4,"Unknown","Yes","Dark - Not Lighted","May","None Used-Motor Vehicle Occupant","State Highway","Male","No",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,1,17,1990,67,130,0,20,"2-Door Sedan",20,"No (drugs not involved)","Yes","Daylight","May","None Used-Motor Vehicle Occupant","County Road","Male","Unknown",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,1,21,2002,75,200,0,22,"Jeep",27,"No (drugs not involved)","Yes","Dark - Lighted","May","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",35,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,6,8,2009,68,180,0,52,"Truck-Tractor",18,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",40,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,18,2003,72,185,0,25,"Standard Truck",20,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,1,20,2003,69,240,0,72,"Motorcycle",20,"No (drugs not involved)","No","Dusk","May","Other Helmet","County Road","Male","Unknown",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,1,23,1994,66,185,0,48,"Standard Truck",20,"No (drugs not involved)","Yes","Dark - Not Lighted","May","Shoulder and Lap Belt Used","County Road","Male","Unknown",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,1,23,2005,67,145,0,30,"Motorcycle",20,"Unknown","Yes","Dark - Lighted","May","Other Helmet","Local Street - Municipality","Male","Yes",35,"Dry","Two-Way, Not Divided","Unknown"
1,2012,7,11,2011,74,210,0,39,"Motorcycle",19,"No (drugs not involved)","No","Daylight","May","Other Helmet","State Highway","Female","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,0,2008,65,180,1,25,"Motorcycle",5,"Unknown","Yes","Dark - Lighted","May","Other Helmet","Local Street - Municipality","Male","Yes",25,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,12,2008,72,180,0,57,"Motorcycle",19,"No (drugs not involved)","No","Daylight","May","Other Helmet","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,2,3,2007,70,187,0,23,"2-Door Sedan",28,"No (drugs not involved)","Yes","Dark - Lighted","May","Shoulder and Lap Belt Used","Interstate","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,5,7,2003,67,155,0,42,"Station Wagon",3,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,2,10,2001,67,175,0,19,"Standard Truck",21,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","Interstate","Female","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,7,14,2010,67,140,0,25,"4-Door Sedan",19,"Unknown","No","Daylight","May","None Used-Motor Vehicle Occupant","Local Street - Municipality","Male","Yes",35,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,2,99,2008,69,135,0,36,"4-Door Sedan",21,"No (drugs not involved)","Yes","Dark - Not Lighted","May","None Used-Motor Vehicle Occupant","State Highway","Female","Yes",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,6,0,2010,73,220,0,35,"Small Truck",18,"Unknown","Yes","Dark - Not Lighted","May","None Used-Motor Vehicle Occupant","Local Street - Municipality","Male","Yes",45,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,1,21,1996,76,250,0,54,"4-Door Sedan",5,"No (drugs not involved)","No","Dark - Not Lighted","February","Shoulder and Lap Belt Used","State Highway","Male","No",60,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,3,11,1992,66,190,0,87,"Small Truck",22,"Unknown","No","Daylight","May","None Used-Motor Vehicle Occupant","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,4,3,2000,70,210,0,37,"2-Door Sedan",23,"Unknown","No","Dark - Not Lighted","May","Shoulder and Lap Belt Used","County Road","Male","Unknown",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,4,8,1987,65,130,0,45,"Small Truck",23,"Yes (drugs involved)","No","Daylight","May","None Used-Motor Vehicle Occupant","State Highway","Male","Unknown",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,3,8,2006,72,280,0,57,"Other",29,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",40,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,3,10,2002,64,108,0,22,"Jeep",29,"Unknown","No","Daylight","May","None Used-Motor Vehicle Occupant","County Road","Female","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,5,14,2004,78,225,0,74,"4-Door Sedan",24,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","County Road","Male","No",45,"Dry","Two-Way, Not Divided","Unknown"
0,2012,5,12,2000,70,185,0,59,"Standard Truck",24,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Distracted"
1,2012,3,12,1995,66,145,0,73,"Convertible",29,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",40,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,5,13,2005,67,160,0,64,"4-Door Sedan",24,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,6,0,2005,71,125,0,24,"4-Door Sedan",25,"Unknown","Yes","Dark - Lighted","May","Shoulder and Lap Belt Used","U.S. Highway","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,6,14,2004,69,250,0,52,"Standard Truck",25,"Unknown","Yes","Daylight","May","Shoulder and Lap Belt Used","State Highway","Male","Yes",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,6,16,1999,64,155,0,42,"4-Door Sedan",18,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,21,1988,71,195,0,35,"Jeep",26,"No (drugs not involved)","Yes","Dark - Lighted","May","None Used-Motor Vehicle Occupant","Interstate","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
0,2012,6,20,1996,67,165,0,58,"Standard Truck",1,"No (drugs not involved)","No","Dark - Lighted","June","Shoulder and Lap Belt Used","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,1,3,2004,69,180,0,31,"4-Door Sedan",20,"No (drugs not involved)","No","Dark - Lighted","May","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",35,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
1,2012,3,17,1999,63,136,0,19,"Small Truck",29,"No (drugs not involved)","Yes","Daylight","May","None Used-Motor Vehicle Occupant","State Highway","Male","No",70,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,4,2,2004,72,180,0,49,"Truck-Tractor",30,"Unknown","No","Dark - Not Lighted","May","Unknown","Interstate","Male","No",55,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,5,23,2007,66,140,0,59,"Jeep",31,"No (drugs not involved)","No","Dark - Not Lighted","May","Shoulder and Lap Belt Used","County Road","Female","No",45,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,5,1,2005,73,220,0,41,"Motorcycle",1,"No (drugs not involved)","Yes","Dark - Lighted","March","Other Helmet","Local Street - Municipality","Male","Yes",25,"Wet","Two-Way, Not Divided","Not Distracted"
0,2012,5,18,2003,62,150,0,20,"2-Door Sedan",17,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","County Road","Female","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,6,2,2000,68,175,0,26,"Jeep",1,"No (drugs not involved)","No","Dark - Lighted","June","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,1,15,1999,69,195,1,24,"Small Truck",27,"No (drugs not involved)","Yes","Daylight","May","None Used-Motor Vehicle Occupant","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,1,10,2006,65,250,0,42,"Truck-Tractor",22,"No (drugs not involved)","No","Daylight","April","Shoulder and Lap Belt Used","U.S. Highway","Male","Yes",55,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,1,10,2005,69,180,0,41,"Motorcycle",3,"No (drugs not involved)","No","Daylight","June","Other Helmet","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,2,10,1993,72,150,0,56,"4-Door Sedan",30,"No (drugs not involved)","Yes","Daylight","April","None Used-Motor Vehicle Occupant","State Highway","Male","Yes",50,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,1,11,2006,61,90,0,67,"Small Truck",3,"No (drugs not involved)","No","Daylight","June","Shoulder and Lap Belt Used","Interstate","Female","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,1,11,2001,73,250,0,34,"Minivan",3,"Yes (drugs involved)","Yes","Daylight","June","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",45,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,17,2012,72,175,0,21,"Motorcycle",3,"Unknown","No","Daylight","June","Other Helmet","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,0,2007,68,125,0,26,"4-Door Sedan",18,"No (drugs not involved)","Yes","Dark - Not Lighted","May","Shoulder and Lap Belt Used","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,2,15,2008,74,200,0,40,"Motorcycle",30,"No (drugs not involved)","No","Daylight","April","Other Helmet","Local Street - Municipality","Male","Yes",30,"Dry","Two-Way, Not Divided","Unknown"
1,2012,6,22,1991,70,160,0,20,"2-Door Sedan",1,"No (drugs not involved)","No","Dark - Not Lighted","June","Shoulder and Lap Belt Used","County Road","Male","Yes",45,"Dry","Two-Way, Not Divided","Unknown"
0,2012,2,20,1999,63,150,0,27,"Standard Truck",30,"No (drugs not involved)","Yes","Dark - Lighted","April","Shoulder and Lap Belt Used","Local Street - Municipality","Female","Yes",40,"Wet","Two-Way, Not Divided","Not Distracted"
1,2012,2,13,2004,69,170,0,37,"2-Door Sedan",4,"Yes (drugs involved)","No","Daylight","June","Unknown","County Road","Male","Yes",55,"Wet","Two-Way, Not Divided","Not Distracted"
1,2012,2,19,2004,67,180,0,47,"Motorcycle",4,"Yes (drugs involved)","Yes","Daylight","June","Other Helmet","County Road","Male","No",50,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,0,2006,70,160,0,52,"Truck-Tractor",2,"Unknown","No","Dark - Not Lighted","June","Unknown","State Highway","Male","No",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
0,2012,6,22,2011,68,335,0,23,"Station Wagon",8,"No (drugs not involved)","No","Dark - Lighted","June","Shoulder and Lap Belt Used","Interstate","Female","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,2,21,2002,67,165,0,23,"2-Door Sedan",30,"No (drugs not involved)","Yes","Dark - Not Lighted","April","Shoulder and Lap Belt Used","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Distracted"
