Number,Year,Month,Day,Date,Time,State,Fscale,Injuries,Fatalities,Loss,CropLoss,StartLat,StartLon,EndLat,EndLon,Length,Width
365152,2012,3,2,3/2/12,20:33:00,TN,0,0,0,0.001,0,35.9228,-84.1722,35.9253,-84.1678,0.3,70
365151,2012,3,2,3/2/12,21:00:00,TN,0,0,0,0.02,0,36.025,-83.7746,36.0335,-83.7383,2.1,100
374293,2012,3,2,3/2/12,21:15:00,AL,1,0,0,0,0,32.5486,-87.1531,32.635,-86.8455,18.9,700
374379,2012,3,2,3/2/12,22:01:00,AL,2,0,0,0,0,32.7246,-86.5361,32.8493,-86.0729,28.25,700
374385,2012,3,2,3/2/12,22:40:00,AL,2,4,1,0,0,32.8666,-85.9669,33.0109,-85.4057,34.04,1000
369033,2012,3,2,3/2/12,23:47:00,MS,0,0,0,0.06,0,31.5876,-89.7643,31.5848,-89.7692,0.35,50
371919,2012,3,3,3/3/12,1:35:00,NC,2,4,0,3,0,35.257,-80.687,35.269,-80.637,2.94,200
359288,2012,3,3,3/3/12,4:35:00,SC,0,0,0,0.03,0,34.072,-81.076,34.0709,-81.0317,2.54,80
360325,2012,3,3,3/3/12,6:15:00,GA,0,0,0,0.02,0,31.1964,-84.683,31.1968,-84.6779,0.3,25
359666,2012,3,3,3/3/12,7:30:00,GA,0,0,0,0.035,0,31.05,-84.43,31.07,-84.38,3.27,25
359478,2012,3,3,3/3/12,8:25:00,FL,0,0,0,0,0,30.4738,-84.6159,30.4786,-84.6084,0.55,25
360326,2012,3,3,3/3/12,11:56:00,GA,3,0,0,0.75,0.1,31.008,-83.2517,31.0432,-83.0804,10.45,390
365991,2012,3,9,3/9/12,11:10:00,HI,0,0,0,0,0,21.3927,-157.715,21.3804,-157.73,1.29,10
360868,2012,3,11,3/11/12,13:15:00,TX,0,0,0,0.01,0,31.5734,-94.1269,31.6174,-94.0944,3.59,50
369769,2012,3,11,3/11/12,18:57:00,LA,0,0,0,0.025,0,32.8775,-91.4978,32.9016,-91.4708,2.6,100
366416,2012,3,11,3/11/12,22:02:00,LA,1,0,0,0.08,0,30.27,-92.62,30.2778,-92.5945,1.62,20
360508,2012,3,12,3/12/12,16:43:00,MI,1,0,0,0.075,0,43.7124,-84.5681,43.756,-84.4856,5.11,125
362955,2012,3,15,3/15/12,15:18:00,MI,3,0,0,12,0,42.3956,-83.9571,42.3177,-83.853,7.57,800
362964,2012,3,15,3/15/12,16:49:00,MI,2,0,0,0.5,0,43.1261,-83.4336,43.1038,-83.348,4.59,400
362971,2012,3,15,3/15/12,16:50:00,MI,0,0,0,0.05,0,41.8623,-83.567,41.8693,-83.5615,0.56,50
430360,2012,3,17,3/17/12,16:30:00,CA,0,0,0,0,0,36.63,-120.32,36.63,-120.32,0.01,50
361106,2012,3,18,3/18/12,17:50:00,OK,0,0,0,0,0,34.9,-99.6647,34.9512,-99.6376,3.85,150
361107,2012,3,18,3/18/12,18:10:00,OK,0,0,0,0,0,34.9934,-99.569,34.9934,-99.569,0.1,50
361109,2012,3,18,3/18/12,18:27:00,OK,0,0,0,0,0,35.0666,-99.559,35.0705,-99.535,1.38,75
361113,2012,3,18,3/18/12,18:37:00,OK,0,0,0,0,0,35.1264,-99.5474,35.1465,-99.5373,1,75
364383,2012,3,18,3/18/12,20:10:00,NE,3,2,0,0.5,0,41.0149,-100.872,41.1117,-100.864,6.7,100
364384,2012,3,18,3/18/12,20:13:00,NE,1,1,0,0.25,0,41.1153,-100.861,41.134,-100.876,1.49,150
364385,2012,3,18,3/18/12,20:14:00,NE,3,2,0,0.75,0,41.1444,-100.872,41.1681,-100.863,1.71,100
364386,2012,3,18,3/18/12,20:18:00,NE,2,0,0,0.2,0,41.1745,-100.869,41.1879,-100.863,1.69,50
364391,2012,3,18,3/18/12,20:39:00,NE,0,0,0,0.1,0,41.434,-100.778,41.5099,-100.79,5.28,20
364393,2012,3,18,3/18/12,21:19:00,NE,0,0,0,0,0,42.9193,-100.592,42.92,-100.592,0.05,20
364618,2012,3,18,3/18/12,23:28:00,TX,2,3,0,1,0,32.0282,-102.339,32.0358,-102.328,1,40
366546,2012,3,19,3/19/12,5:55:00,KS,0,0,0,0.05,0,39.7715,-98.0431,39.7829,-98.0392,0.81,40
361450,2012,3,19,3/19/12,17:25:00,MN,0,0,0,0.35,0,44.1557,-93.6893,44.2499,-93.692,6.54,100
368119,2012,3,19,3/19/12,18:50:00,TX,2,0,0,0,0,29.144,-98.942,29.1896,-98.9492,3.5,440
368118,2012,3,19,3/19/12,19:05:00,TX,1,0,0,0,0,29.182,-98.841,29.271,-98.892,7,50
373099,2012,3,19,3/19/12,19:20:00,OK,0,0,0,0,0,35.5205,-94.9951,35.5205,-94.9951,0.1,50
367954,2012,3,19,3/19/12,19:22:00,TX,2,4,0,0,0,29.245,-98.761,29.3149,-98.7837,5,100
373102,2012,3,19,3/19/12,20:52:00,AR,1,0,0,0.002,0,35.5753,-94.4545,35.6695,-94.2613,13,400
373108,2012,3,19,3/19/12,21:20:00,AR,0,0,0,0.005,0,36.0851,-94.1375,36.09,-94.1214,1,100
368120,2012,3,19,3/19/12,23:55:00,TX,0,0,0,0,0,29.535,-98.412,29.527,-98.405,0.75,10
368121,2012,3,19,3/19/12,23:59:00,TX,0,0,0,0,0,29.488,-98.377,29.488,-98.377,0.25,10
368122,2012,3,20,3/20/12,3:05:00,TX,0,0,0,0,0,28.881,-97.7177,28.8795,-97.7154,0.25,30
361948,2012,3,20,3/20/12,10:36:00,LA,0,0,0,0,0,31.6453,-93.5389,31.688,-93.5288,3.01,50
361951,2012,3,20,3/20/12,12:15:00,LA,0,0,0,0,0,31.9817,-92.8959,31.9927,-92.8623,2.11,75
361954,2012,3,20,3/20/12,20:28:00,LA,0,0,0,0.06,0,31.7434,-93.0481,31.7432,-93.0304,1.04,50
361956,2012,3,21,3/21/12,2:14:00,LA,0,0,0,0,0,32.0508,-92.4855,32.0563,-92.4846,0.38,50
366422,2012,3,21,3/21/12,3:17:00,LA,1,0,0,3,0,30.073,-92.6798,30.1297,-92.6812,3.92,40
366418,2012,3,21,3/21/12,3:40:00,LA,2,1,0,2.5,0,29.9746,-92.5181,30.0336,-92.5045,4.16,20
366423,2012,3,21,3/21/12,4:53:00,LA,0,0,0,0.075,0,29.8816,-92.1028,29.8945,-92.1004,0.9,20
366424,2012,3,21,3/21/12,4:59:00,LA,1,0,0,0.075,0,29.9477,-92.0917,29.9633,-92.0838,1.18,20
366420,2012,3,21,3/21/12,7:10:00,LA,0,0,0,0.1,0,29.6777,-91.3063,29.685,-91.2991,0.67,20
361958,2012,3,21,3/21/12,7:30:00,LA,1,0,0,0.5,0,32.0427,-92.131,32.1,-92.132,3.96,400
363179,2012,3,21,3/21/12,8:34:00,LA,1,0,0,0.25,0,30.2836,-90.9638,30.3505,-90.9392,4.85,50
372652,2012,3,21,3/21/12,9:00:00,NC,0,0,0,0,0,35.73,-76.63,35.73,-76.63,0.05,10
363184,2012,3,21,3/21/12,9:05:00,LA,1,0,0,0.01,0,30.5278,-90.8284,30.5358,-90.8312,0.58,50
365914,2012,3,21,3/21/12,9:23:00,MS,1,0,0,0.02,0,31.6382,-91.0257,31.674,-91.0068,2.71,176
365929,2012,3,21,3/21/12,9:51:00,MS,2,0,0,0.25,0,32.0713,-90.904,32.2051,-90.8715,9.23,880
365940,2012,3,21,3/21/12,10:11:00,MS,1,0,0,0.25,0,32.3001,-90.8592,32.3247,-90.8463,1.86,100
363187,2012,3,21,3/21/12,11:16:00,LA,0,0,0,0.005,0,30.4268,-90.1306,30.4323,-90.1242,0.53,100
363200,2012,3,21,3/21/12,11:35:00,LA,0,0,0,0.005,0,30.4922,-90.0185,30.5122,-90.0142,1.41,25
365948,2012,3,21,3/21/12,13:04:00,MS,2,0,0,0.15,0,32.2918,-89.8404,32.3793,-89.8632,6.19,75
365951,2012,3,21,3/21/12,15:00:00,MS,0,0,0,0.02,0,31.4219,-89.2508,31.4265,-89.2481,0.36,264
366096,2012,3,21,3/21/12,16:31:00,MS,0,0,0,0.025,0,31.7272,-89.3293,31.7276,-89.3287,0.04,75
363209,2012,3,21,3/21/12,19:32:00,MS,0,0,0,0.005,0,30.4663,-89.3012,30.4699,-89.2979,0.32,50
366116,2012,3,21,3/21/12,20:03:00,MS,0,0,0,0.01,0,32.0165,-89.0203,32.0239,-89.0178,0.53,75
364397,2012,3,21,3/21/12,23:35:00,MS,1,0,0,0.015,0,30.4961,-89.0199,30.5049,-89.0071,0.98,100
364471,2012,3,22,3/22/12,4:10:00,MS,0,0,0,0.01,0,30.47,-88.9093,30.5283,-88.9227,4.1,100
375272,2012,3,23,3/23/12,8:26:00,AL,1,0,0,0,0,31.8379,-86.0439,31.8547,-86.023,1.7,700
374189,2012,3,23,3/23/12,10:33:00,MO,0,0,0,0.01,0,37.3264,-89.5046,37.3264,-89.5046,0.25,50
374190,2012,3,23,3/23/12,10:38:00,MO,1,0,0,0,0,37.5177,-89.5226,37.5253,-89.5184,0.57,300
374202,2012,3,23,3/23/12,11:14:00,IL,0,0,0,0,0,37.7599,-89.2742,37.7851,-89.2643,1.82,50
374197,2012,3,23,3/23/12,11:24:00,IL,1,0,0,0.075,0,37.9472,-89.1812,37.8578,-89.2577,7.45,125
362792,2012,3,23,3/23/12,11:48:00,AL,0,0,0,0.025,0,31.1502,-85.559,31.1631,-85.5348,1.68,25
374200,2012,3,23,3/23/12,12:26:00,IL,2,2,1,0.15,0,38.273,-88.814,38.3064,-88.7929,2.58,100
371042,2012,3,23,3/23/12,12:57:00,IL,0,0,0,0,0,38.5766,-88.78,38.5766,-88.78,0.01,10
362536,2012,3,23,3/23/12,13:07:00,KY,1,0,0,0.3,0,38.0855,-85.6225,38.1167,-85.6017,2.44,70
362795,2012,3,23,3/23/12,13:20:00,GA,0,0,0,0.005,0,31.434,-84.9487,31.4518,-84.8922,3.55,25
362553,2012,3,23,3/23/12,13:28:00,KY,1,0,0,0.025,0,38.1489,-85.2886,38.174,-85.2646,2.17,50
372096,2012,3,23,3/23/12,14:30:00,IN,0,0,0,0,0,38.8307,-85.047,38.8312,-85.046,0.06,25
372151,2012,3,23,3/23/12,17:50:00,OH,0,0,0,0.05,0,39.3991,-83.9829,39.404,-83.9803,0.37,50
372152,2012,3,23,3/23/12,18:30:00,OH,0,0,0,0.02,0,39.3218,-84.0703,39.3259,-84.064,0.44,50
372403,2012,3,24,3/24/12,12:40:00,FL,0,0,0,0.008,0,29.75,-82.56,29.7888,-82.497,4.63,50
363358,2012,3,28,3/28/12,19:32:00,KS,0,0,0,0,0,38.55,-96.21,38.5512,-96.2093,0.09,50
368505,2012,3,28,3/28/12,19:37:00,KS,0,0,0,0,0,38.08,-96.13,38.0816,-96.1259,0.25,50
368506,2012,3,28,3/28/12,20:17:00,KS,0,0,0,0,0,38.1068,-96.0679,38.1072,-96.0631,0.26,50
379842,2012,3,29,3/29/12,17:18:00,TX,0,0,0,0,0,26.5939,-97.6976,26.5933,-97.6949,0.18,25
364298,2012,3,30,3/30/12,14:52:00,FL,0,0,0,0,0,30.2967,-85.7547,30.2983,-85.7526,0.17,20
366427,2012,4,2,4/2/12,9:46:00,TX,1,0,0,0.2,0,30.8345,-93.7514,30.86,-93.7487,1.77,30
375256,2012,4,3,4/3/12,11:41:00,TX,1,0,0,0.6,0,32.4361,-97.3581,32.4217,-97.3684,1.16,60
377593,2012,4,3,4/3/12,12:00:00,TX,2,10,0,400.003,0.006,32.492,-96.8595,32.6682,-96.7515,13.7,200
379183,2012,4,3,4/3/12,12:08:00,TX,0,0,0,0,0.002,32.5375,-97.2825,32.5414,-97.2824,0.27,50
378595,2012,4,3,4/3/12,12:21:00,TX,2,7,0,200,0,32.6306,-97.2194,32.7086,-97.1997,6.4,150
375505,2012,4,3,4/3/12,12:54:00,TX,0,0,0,0.004,0,32.7773,-96.6908,32.7785,-96.6904,0.09,25
375259,2012,4,3,4/3/12,12:58:00,TX,0,0,0,0.055,0,32.7725,-97.0623,32.7758,-97.0552,0.47,60
375507,2012,4,3,4/3/12,13:08:00,TX,0,0,0,0.1,0,32.8566,-96.9847,32.8417,-96.9988,1.31,30
375510,2012,4,3,4/3/12,13:23:00,TX,0,0,0,0.15,0,32.9469,-96.9936,32.9713,-96.9743,2.02,75
375257,2012,4,3,4/3/12,13:40:00,TX,0,0,0,0,0.01,33.1582,-97.1376,33.1595,-97.1344,0.21,50
377457,2012,4,3,4/3/12,14:20:00,TX,0,0,0,0,0.02,33.1215,-95.8967,33.1233,-95.892,0.3,25
377444,2012,4,3,4/3/12,14:22:00,TX,0,2,0,0.3,0,32.7982,-96.6156,32.7985,-96.6108,0.28,30
375514,2012,4,3,4/3/12,14:24:00,TX,0,0,0,0,0,33.0425,-95.7136,33.0437,-95.7121,0.12,25
377573,2012,4,3,4/3/12,14:33:00,TX,3,7,0,100,0,32.7495,-96.47,32.7991,-96.3508,7.73,150
377469,2012,4,3,4/3/12,14:54:00,TX,0,0,0,0.006,0,33.1837,-95.5946,33.1916,-95.5914,0.58,50
377580,2012,4,3,4/3/12,14:56:00,TX,2,3,0,15.5,0,32.878,-96.3286,32.908,-96.2834,3.34,400
377515,2012,4,3,4/3/12,15:27:00,TX,0,0,0,0,0.01,33.0361,-96.1358,33.0415,-96.1284,0.57,50
364408,2012,4,3,4/3/12,15:39:00,TX,0,0,0,0,0,33.347,-95.212,33.355,-95.201,0.84,25
364410,2012,4,3,4/3/12,15:41:00,TX,0,0,0,0,0,33.465,-95.056,33.484,-95.047,1.41,25
364411,2012,4,3,4/3/12,15:44:00,TX,0,0,0,0,0,33.411,-94.702,33.421,-94.665,2.24,50
375515,2012,4,3,4/3/12,16:36:00,TX,0,0,0,0,0.01,33.0095,-95.3556,33.0106,-95.3464,0.54,25
364438,2012,4,3,4/3/12,18:08:00,LA,0,0,0,0.005,0,32.965,-93.991,32.967,-93.938,3.08,50
376464,2012,4,5,4/5/12,10:49:00,MO,0,0,0,0,0,36.299,-89.7481,36.3002,-89.7451,0.19,50
376466,2012,4,5,4/5/12,10:51:00,MO,0,0,0,0,0,36.2993,-89.7007,36.3001,-89.6981,0.16,50
374233,2012,4,5,4/5/12,12:30:00,MO,0,0,0,0,0,36.4351,-89.7013,36.4799,-89.6577,3.93,100
370157,2012,4,6,4/6/12,7:43:00,FL,0,0,0,0.01,0,26.168,-81.8121,26.1691,-81.8091,0.2,25
378640,2012,4,7,4/7/12,15:23:00,TX,0,0,0,0,0,32.11,-101.03,32.09,-101.03,1.38,30
378641,2012,4,7,4/7/12,15:38:00,TX,0,0,0,0,0,32.09,-101.03,32.0735,-101.049,2.31,40
379277,2012,4,7,4/7/12,18:12:00,TX,0,0,0,0,0,31.69,-101.13,31.6788,-101.131,0.77,30
379278,2012,4,7,4/7/12,18:42:00,TX,0,0,0,0,0,31.65,-101.2,31.6336,-101.205,1.18,30
379499,2012,4,9,4/9/12,16:23:00,OK,0,0,0,0,0,36.3899,-99.4107,36.3899,-99.4107,0.1,30
379505,2012,4,9,4/9/12,16:35:00,OK,1,0,0,0,0,36.3568,-99.3722,36.3568,-99.3722,0.2,100
379508,2012,4,9,4/9/12,16:45:00,OK,0,0,0,0,0,36.3498,-99.3638,36.3498,-99.3638,0.2,200
379509,2012,4,9,4/9/12,16:56:00,OK,0,0,0,0,0,36.2902,-99.3273,36.2902,-99.3273,0.2,200
370942,2012,4,9,4/9/12,17:06:00,OK,1,0,0,0.005,0,36.2686,-99.2726,36.2686,-99.2726,0.2,200
379497,2012,4,9,4/9/12,17:27:00,OK,0,0,0,0,0,36.2198,-99.1827,36.2198,-99.1827,0.1,50
365372,2012,4,11,4/11/12,13:51:00,TX,0,0,0,0,0,32.0995,-94.9101,32.081,-94.8913,1.69,35
365373,2012,4,11,4/11/12,14:22:00,TX,0,0,0,0,0,31.9918,-94.7454,31.9805,-94.7361,0.95,25
374196,2012,4,11,4/11/12,15:00:00,CA,0,0,0,0.01,0,37.8778,-121.333,37.8778,-121.333,0.25,5
366677,2012,4,12,4/12/12,18:45:00,NE,0,0,0,0,0,40.21,-101.05,40.21,-101.05,0.25,10
378463,2012,4,13,4/13/12,14:59:00,OK,1,0,0,0,0,35.1991,-97.5188,35.2299,-97.4261,6,600
378642,2012,4,13,4/13/12,16:24:00,OK,0,0,0,0,0,35.39,-96.9967,35.39,-96.9967,0.2,20
378469,2012,4,13,4/13/12,17:10:00,OK,0,0,0,0,0,34.7595,-99.3051,34.7595,-99.3051,0.5,25
378471,2012,4,13,4/13/12,17:14:00,OK,0,0,0,0,0,34.7493,-99.2926,34.7493,-99.2926,0.5,25
366362,2012,4,13,4/13/12,17:25:00,NV,0,0,0,0,0,40.7086,-116.075,40.7091,-116.069,0.88,50
379512,2012,4,13,4/13/12,17:30:00,OK,0,0,0,0,0,34.78,-99.2067,34.78,-99.1714,2,400
378472,2012,4,13,4/13/12,18:25:00,OK,0,0,0,0,0,34.8598,-98.8575,34.8598,-98.8575,0.5,300
378473,2012,4,13,4/13/12,18:27:00,OK,0,0,0,0,0,34.8555,-98.87,34.8555,-98.87,0.2,100
378474,2012,4,13,4/13/12,18:28:00,OK,1,0,0,0,0,34.8495,-98.8949,34.87,-98.8259,5,500
378477,2012,4,13,4/13/12,18:52:00,OK,0,0,0,0,0,34.9032,-98.7722,34.9775,-98.7389,6,500
378479,2012,4,13,4/13/12,19:36:00,OK,0,0,0,0,0,35.0566,-98.6,35.0744,-98.5687,2,50
378480,2012,4,13,4/13/12,19:42:00,OK,0,0,0,0,0,34.993,-98.5459,34.993,-98.5459,0.3,50
378481,2012,4,13,4/13/12,19:50:00,OK,0,0,0,0,0,35.0198,-98.5594,35.0284,-98.5125,4,100
378518,2012,4,13,4/13/12,23:52:00,OK,1,0,0,0,0,35.4103,-97.726,35.4357,-97.7362,2,75
380475,2012,4,14,4/14/12,10:38:00,KS,1,0,0,0.035,0,38.2025,-99.5418,38.2534,-99.5038,4.1,100
380476,2012,4,14,4/14/12,11:14:00,KS,1,0,0,0.125,0,38.432,-99.3267,38.6392,-99.1507,17.2,200
366366,2012,4,14,4/14/12,12:23:00,KS,0,0,0,0,0,38.832,-98.855,38.839,-98.851,0.53,75
366369,2012,4,14,4/14/12,12:34:00,KS,0,0,0,0,0,38.939,-98.721,38.96,-98.702,1.77,75
366370,2012,4,14,4/14/12,12:43:00,KS,0,0,0,0,0,39.05,-98.616,39.084,-98.586,2.85,75
380667,2012,4,14,4/14/12,12:57:00,KS,1,0,0,0,0,37.8394,-99.9691,38.1955,-99.5951,33.7,200
369752,2012,4,14,4/14/12,13:03:00,KS,1,0,0,0.1,0,39.2733,-98.4922,39.3237,-98.4556,3.99,300
369742,2012,4,14,4/14/12,13:10:00,NE,0,0,0,0,0,40.0057,-97.9008,40.0145,-97.8429,3.12,40
380477,2012,4,14,4/14/12,13:24:00,KS,1,0,0,0,0,37.4075,-99.7438,37.4753,-99.6668,6.3,150
366428,2012,4,14,4/14/12,13:28:00,IA,0,0,0,0,0,42.1429,-96.0131,42.1487,-96.0114,0.4,25
369743,2012,4,14,4/14/12,13:30:00,NE,0,0,0,0,0,40.1496,-97.6797,40.1499,-97.6791,0.04,25
369745,2012,4,14,4/14/12,13:56:00,NE,0,0,0,0.35,0,40.2703,-97.3907,40.2741,-97.3869,0.33,60
380719,2012,4,14,4/14/12,14:24:00,KS,1,0,0,0,0,38.3149,-99.4108,38.3632,-99.3517,4.68,100
380676,2012,4,14,4/14/12,14:28:00,KS,1,0,0,0,0,37.833,-99.2047,37.9186,-99.0727,9.34,100
378745,2012,4,14,4/14/12,14:49:00,OK,0,0,0,0,0,36.5291,-99.519,36.57,-99.4619,4,30
380686,2012,4,14,4/14/12,14:59:00,KS,1,0,0,0,0,37.2292,-99.1076,37.342,-98.9697,10.9,125
378746,2012,4,14,4/14/12,14:59:00,OK,1,0,0,0,0,36.591,-99.413,36.597,-99.408,0.5,30
380480,2012,4,14,4/14/12,15:04:00,KS,0,0,0,0,0,38.4837,-99.15,38.4911,-99.1358,0.9,75
380717,2012,4,14,4/14/12,15:25:00,KS,1,0,0,0,0,38.1477,-98.7337,38.2521,-98.6129,9.75,150
379730,2012,4,14,4/14/12,15:26:00,OK,0,0,0,0,0,36.7874,-99.21,36.7874,-99.21,0.2,30
378747,2012,4,14,4/14/12,15:33:00,OK,0,0,0,0,0,36.8243,-99.1631,36.8243,-99.1631,0.3,30
380718,2012,4,14,4/14/12,15:35:00,KS,1,0,0,0,0,38.1003,-98.7661,38.2253,-98.5554,14.34,150
380478,2012,4,14,4/14/12,15:44:00,KS,0,0,0,0,0,37.4936,-98.7056,37.5176,-98.6776,2.3,100
366364,2012,4,14,4/14/12,15:50:00,KS,0,0,0,0,0,38.27,-98.54,38.277,-98.5357,0.54,50
365582,2012,4,14,4/14/12,15:50:00,NE,0,0,0,0,0,40.4612,-96.3731,40.4632,-96.335,2.75,100
365587,2012,4,14,4/14/12,15:56:00,NE,2,0,0,0,0,40.4923,-96.2579,40.517,-96.1386,5.75,440
366365,2012,4,14,4/14/12,16:02:00,KS,0,0,0,0,0,37.72,-98.39,37.7254,-98.3845,0.48,50
366372,2012,4,14,4/14/12,16:07:00,NE,0,0,0,0,0,40.4976,-96.0699,40.5081,-95.9979,3.78,100
380479,2012,4,14,4/14/12,16:08:00,KS,0,0,0,0,0,37.6711,-98.4953,37.6945,-98.4646,2.3,75
378751,2012,4,14,4/14/12,16:18:00,OK,0,0,0,0,0,36.236,-99.589,36.236,-99.589,0.2,30
371398,2012,4,14,4/14/12,16:18:00,NE,0,0,0,0,0,41.1142,-100.783,41.1149,-100.782,0.07,20
365642,2012,4,14,4/14/12,16:21:00,NE,1,0,0,0,0,40.6807,-95.8905,40.7187,-95.8852,2,200
378785,2012,4,14,4/14/12,16:24:00,OK,0,0,0,0,0,36.275,-99.571,36.275,-99.571,0.2,30
371401,2012,4,14,4/14/12,16:27:00,NE,0,0,0,0,0,40.95,-100.87,40.95,-100.87,0.02,10
365649,2012,4,14,4/14/12,16:28:00,IA,2,4,0,0,0,40.7514,-95.8194,40.8858,-95.6671,12.23,880
371406,2012,4,14,4/14/12,16:28:00,NE,0,0,0,0,0,41.0351,-100.82,41.0351,-100.819,0.01,10
371411,2012,4,14,4/14/12,16:28:00,NE,0,0,0,0,0,41.0356,-100.82,41.036,-100.82,0.03,20
372598,2012,4,14,4/14/12,16:32:00,NE,0,0,0,0,0,41.0799,-100.798,41.0867,-100.798,0.47,20
366377,2012,4,14,4/14/12,16:33:00,KS,4,0,0,0.01,0,38.406,-98.257,39.07,-97.33,39.32,400
366377,2012,4,14,4/14/12,16:33:00,KS,0,0,0,0,0,0,0,0,0,0,0
371414,2012,4,14,4/14/12,16:47:00,NE,0,0,0,0,0,41.093,-100.739,41.093,-100.739,0.02,10
378786,2012,4,14,4/14/12,17:15:00,OK,0,0,0,0,0,36.5219,-99.1082,36.5219,-99.1082,0.2,30
369741,2012,4,14,4/14/12,17:16:00,NE,0,0,0,0.075,0,40.2995,-99.6162,40.3096,-99.6084,0.81,40
367575,2012,4,14,4/14/12,17:30:00,KS,0,0,0,0,0,37.53,-98.29,37.5446,-98.2755,1.29,50
371415,2012,4,14,4/14/12,17:36:00,NE,0,0,0,0,0,40.8377,-100.809,40.8907,-100.528,15.14,20
366403,2012,4,14,4/14/12,17:50:00,KS,0,0,0,0,0,38.88,-97.502,38.889,-97.499,0.64,50
378752,2012,4,14,4/14/12,17:50:00,OK,0,0,0,0,0,36.4012,-99.0937,36.4012,-99.0937,0.1,20
378753,2012,4,14,4/14/12,17:51:00,OK,0,0,0,0,0,36.512,-98.9938,36.512,-98.9938,0.2,50
366995,2012,4,14,4/14/12,17:52:00,IA,2,2,0,5.05,0,41.027,-94.4806,41.1419,-94.201,16.59,800
366405,2012,4,14,4/14/12,17:55:00,KS,1,0,0,0,0,38.892,-97.502,38.958,-97.427,6.09,100
366406,2012,4,14,4/14/12,17:55:00,KS,0,0,0,0,0,37.69,-98.11,37.6931,-98.108,0.24,50
379740,2012,4,14,4/14/12,18:01:00,OK,0,0,0,0,0,36.4609,-98.9409,36.4609,-98.9409,0.1,30
365423,2012,4,14,4/14/12,18:03:00,KS,1,0,0,0.01,0,38.9584,-97.4276,39.07,-97.33,9.7,100
378759,2012,4,14,4/14/12,18:06:00,OK,1,0,0,0,0,36.4735,-98.9175,36.5388,-98.8163,7.2,150
366407,2012,4,14,4/14/12,18:10:00,KS,0,0,0,0,0,37.81,-98.02,37.8143,-98.0169,0.34,50
378760,2012,4,14,4/14/12,18:19:00,OK,0,0,0,0,0,36.5491,-98.829,36.5491,-98.829,1,75
378766,2012,4,14,4/14/12,18:30:00,OK,0,0,0,0,0,36.59,-98.6997,36.7105,-98.6445,9,400
365427,2012,4,14,4/14/12,18:31:00,KS,0,0,0,0,0,39.13,-97.2,39.12,-97.26,3.29,25
378767,2012,4,14,4/14/12,18:47:00,OK,1,0,0,0,0,36.6946,-98.5168,36.8012,-98.4139,10,400
365282,2012,4,14,4/14/12,18:54:00,IA,1,0,0,0.2,0,41.1884,-93.6702,41.1908,-93.6541,0.85,75
378768,2012,4,14,4/14/12,18:57:00,OK,0,0,0,0,0,36.7807,-98.3883,36.9302,-98.3028,12,400
366408,2012,4,14,4/14/12,19:03:00,KS,0,0,0,0,0,38.192,-97.494,38.1994,-97.4875,0.62,100
366409,2012,4,14,4/14/12,19:05:00,KS,1,0,0,0,0,38.2,-97.474,38.249,-97.361,7.01,250
378788,2012,4,14,4/14/12,19:19:00,OK,1,0,0,0,0,36.8893,-98.2516,36.998,-98.069,12.9,600
380694,2012,4,14,4/14/12,19:27:00,KS,3,0,0,0,0,37.6134,-99.3765,37.9798,-98.8821,48.02,1720
380698,2012,4,14,4/14/12,19:40:00,KS,1,0,0,0,0,37.6848,-99.2544,37.7279,-99.1835,4.9,75
366414,2012,4,14,4/14/12,19:41:00,KS,1,0,0,0,0,38.424,-97.134,38.5946,-96.9213,16.38,250
366413,2012,4,14,4/14/12,19:42:00,KS,1,0,0,0,0,36.998,-98.069,37.296,-97.912,22.33,1000
380707,2012,4,14,4/14/12,20:10:00,KS,3,0,0,0,0,37.9451,-98.8958,38.309,-98.341,39.67,2640
366415,2012,4,14,4/14/12,20:10:00,KS,3,0,0,0,0,37.155,-97.8,37.393,-97.662,18.11,400
365283,2012,4,14,4/14/12,20:22:00,IA,1,0,0,0.075,0,41.2498,-92.5092,41.2493,-92.4847,1.27,90
380716,2012,4,14,4/14/12,20:23:00,KS,1,0,0,0,0,38.0697,-98.6614,38.1251,-98.5665,6.6,150
366417,2012,4,14,4/14/12,20:32:00,KS,1,0,0,0,0,37.298,-97.627,37.396,-97.573,7.39,100
372581,2012,4,14,4/14/12,20:35:00,IA,1,0,0,0,0,41.17,-92.3392,41.18,-92.2596,3,50
366421,2012,4,14,4/14/12,21:21:00,KS,3,38,0,500,0,37.548,-97.348,37.697,-97.197,13.2,1760
366426,2012,4,14,4/14/12,21:44:00,KS,0,0,0,0,0,38.591,-97.71,38.718,-97.609,10.33,100
366429,2012,4,14,4/14/12,21:49:00,KS,0,0,0,0,0,37.724,-97.049,37.732,-97.023,1.52,250
366430,2012,4,14,4/14/12,21:55:00,KS,0,0,0,0,0,37.78,-97.06,37.7841,-97.0548,0.4,50
366431,2012,4,14,4/14/12,21:55:00,KS,1,0,0,0,0,37.748,-96.943,37.795,-96.886,4.5,100
366432,2012,4,14,4/14/12,22:10:00,KS,0,0,0,0,0,37.909,-96.742,38.076,-96.564,15.07,250
366433,2012,4,14,4/14/12,22:16:00,KS,1,0,0,0,0,38.606,-98.145,38.696,-98.065,7.57,100
