"Id","Model","Price","Age_08_04","Mfg_Year","Miles","Fuel_Type","HP","Color","Automatic","cc","Doors","Cylinders","Weight","Mfr_Guarantee","ABS","Airbag_1","Airbag_2","Airco","Automatic_airco","Boardcomputer","CD_Player","Powered_Windows","Power_Steering","Radio"
345,"TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors",20481.5,42,2001,18415,"Petrol",110,"Red",0,1600,3,4,1055,1,1,1,1,1,0,1,1,1,1,0
346,"ÊTOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors",16371.5,41,2001,18052,"Petrol",97,"Grey",0,1400,5,4,1060,1,1,1,1,1,0,1,1,1,1,0
347,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",17741.5,33,2001,17841,"Petrol",110,"Grey",0,1600,5,4,1075,1,1,1,1,1,0,0,0,1,1,0
348,"ÊTOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors",20481.5,41,2001,17751,"Petrol",110,"Red",0,1600,5,4,1090,1,1,1,1,1,0,0,1,1,1,0
349,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",18426.5,40,2001,17621,"Petrol",110,"Blue",0,1600,3,4,1040,0,1,1,1,1,0,1,1,1,1,0
350,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",18837.5,38,2001,17490,"Petrol",110,"Red",0,1600,5,4,1075,0,1,1,1,1,0,0,0,1,1,0
351,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",17741.5,43,2001,16962,"Petrol",110,"Grey",0,1600,3,4,1040,1,1,1,1,0,0,1,1,0,1,0
352,"ÊTOYOTA Corolla 1.6 Terra LB Comf. 4/5-Doors",17467.5,33,2001,16924,"Petrol",110,"Blue",0,1600,5,4,1075,0,1,1,0,1,0,0,0,1,1,1
353,"TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors",16296.15,39,2001,16881,"Petrol",97,"Yellow",0,1400,5,4,1060,1,1,1,1,0,0,0,0,0,1,0
354,"ÊTOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors",13631.5,42,2001,16863,"Petrol",97,"Green",0,1400,5,4,1060,1,1,1,1,0,0,1,0,0,1,0
355,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",17056.5,38,2001,16317,"Petrol",110,"Grey",0,1600,5,4,1075,0,1,1,1,1,0,1,1,1,1,0
356,"TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors",17125,38,2001,16154,"Petrol",97,"Grey",0,1400,5,4,1060,1,1,1,1,1,0,1,0,1,1,0
357,"TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors",20481.5,43,2001,15674,"Petrol",110,"Blue",0,1600,3,4,1045,1,1,1,1,1,0,1,0,1,1,1
358,"ÊTOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",18837.5,39,2001,15571,"Petrol",110,"Green",0,1600,5,4,1080,1,1,1,1,1,0,0,0,1,1,0
359,"TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA AUT4 4/5-Doors",17392.15,39,2001,15360,"Petrol",110,"Green",1,1600,4,4,1060,1,1,1,1,0,0,0,1,0,1,0
360,"TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors",20536.3,33,2001,15315,"Petrol",110,"Black",0,1600,3,4,1055,1,1,1,1,1,0,1,1,1,1,0
361,"ÊTOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",17467.5,43,2001,15255,"Petrol",110,"Green",0,1600,5,4,1080,1,1,1,1,1,0,1,0,1,1,1
362,"ÊTOYOTA Corolla 1.6 VVTi Terra Comfort 4/5-Doors",19659.5,41,2001,15206,"Petrol",110,"Red",0,1600,5,4,1030,0,0,1,0,1,0,0,0,0,1,0
363,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",17741.5,39,2001,15187,"Petrol",110,"Blue",0,1600,3,4,1040,1,1,1,1,0,0,1,0,0,1,1
364,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",15755,35,2001,14918,"Petrol",97,"Grey",0,1400,3,4,1025,1,0,1,1,0,0,0,0,0,1,0
365,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",16371.5,41,2001,14911,"Petrol",97,"Grey",0,1400,3,4,1025,0,1,1,1,0,0,1,1,0,1,0
366,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",18426.5,40,2001,14673,"Petrol",110,"Green",0,1600,5,4,1075,0,1,1,1,1,0,1,0,1,1,0
367,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",17673,38,2001,14206,"Petrol",110,"Silver",0,1600,5,4,1075,1,1,1,1,1,0,1,1,1,1,0
368,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",14385,41,2001,14153,"Petrol",86,"Green",0,1300,5,4,1035,1,1,1,1,0,0,1,0,0,1,1
369,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",15001.5,35,2001,13609,"Petrol",97,"Blue",0,1400,3,4,1025,0,1,1,1,0,0,1,0,0,1,0
370,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",16371.5,41,2001,13452,"Petrol",97,"Green",0,1400,3,4,1025,1,1,1,1,0,0,1,0,0,1,0
371,"TOYOTA Corolla 1.6 VVTI Linea Terra Comfort 4/5-Doors",15686.5,37,2001,13358,"Petrol",110,"Red",0,1600,5,4,1030,1,1,1,0,0,0,0,0,0,1,0
372,"ÊTOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",18152.5,44,2001,13064,"Petrol",110,"Green",0,1600,5,4,1080,1,1,1,1,1,0,1,1,1,1,0
373,"TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors",14042.5,39,2001,11494,"Petrol",110,"Red",0,1600,4,4,1030,0,1,1,1,1,0,1,0,0,1,0
374,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",19173.15,35,2001,11183,"Petrol",110,"Green",0,1600,5,4,1075,1,1,1,1,1,0,1,0,1,1,0
375,"TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors",16371.5,40,2001,10594,"Petrol",97,"Grey",0,1400,5,4,1060,1,1,1,1,0,0,1,0,0,1,0
376,"TOYOTA Corolla 1.4 LB LINEA TERRA 4/5-Doors",18152.5,33,2001,10259,"Petrol",97,"Grey",0,1400,5,4,1085,0,1,1,0,1,0,0,1,1,1,0
377,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",17741.5,40,2001,10143,"Petrol",110,"Silver",0,1600,5,4,1080,0,1,1,1,1,0,1,1,1,1,0
378,"TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors",16097.5,38,2001,9941,"Petrol",97,"Grey",0,1400,5,4,1060,0,1,1,1,1,0,1,1,1,1,0
379,"TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors",15755,39,2001,7456,"Petrol",110,"Green",0,1600,5,4,1075,0,1,1,0,0,0,0,0,0,1,0
380,"TOYOTA Corolla 1.4 VVTI LB 4/5-Doors",18495,43,2001,6213,"Petrol",97,"Blue",0,1400,5,4,1060,0,1,1,0,0,0,0,0,0,1,1
381,"ÊTOYOTA Corolla 1.9 D HATCHB SOL 2/3-Doors",8905,53,2000,134201,"Diesel",69,"White",0,1900,3,4,1110,0,1,1,1,1,0,1,0,1,1,0
382,"TOYOTA Corolla 1.9 D SEDAN TERRA 4/5-Doors",8768,51,2000,123121,"Diesel",69,"Red",0,1900,4,4,1095,0,1,1,1,1,0,0,0,1,1,1
383,"TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors",9590,53,2000,109349,"Diesel",69,"Blue",0,1900,3,4,1105,0,1,1,1,1,0,1,0,0,1,0
384,"TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors",10617.5,54,2000,108193,"Diesel",72,"Blue",0,2000,4,4,1100,0,1,1,1,0,0,0,0,0,1,1
385,"TOYOTA Corolla 1.9 D Sedan 4/5-Doors",12193,45,2000,108106,"Diesel",69,"Silver",0,1900,5,4,1095,0,1,1,0,1,0,0,0,0,1,0
386,"TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors",11645,55,2000,93195,"CNG",110,"Blue",0,1600,3,4,1075,0,0,0,0,1,0,0,0,1,1,0
387,"TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors",12261.5,54,2000,92778,"Diesel",72,"Red",0,2000,5,4,1135,0,1,1,1,0,0,0,0,0,1,0
388,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",13563,51,2000,91167,"Petrol",110,"Silver",0,1600,5,4,1080,0,1,1,1,1,0,1,1,1,1,0
389,"TOYOTA Corolla 1.9 D LIFTB LUNA 4/5-Doors",14042.5,53,2000,89165,"Diesel",69,"Grey",0,1900,5,4,1140,0,0,0,0,0,0,0,0,0,0,0
390,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",12672.5,48,2000,88305,"CNG",110,"Red",0,1600,5,4,1119,0,1,1,1,1,0,1,1,0,1,0
391,"TOYOTA Corolla 1.9 D WGN LINEA TERRA Stationwagen",10617.5,48,2000,87417,"Diesel",69,"Grey",0,1900,5,4,1110,0,1,1,0,1,0,0,1,1,1,0
392,"ÊTOYOTA Corolla 1.9 D SEDAN TERRA 4/5-Doors",12946.5,54,2000,85984,"Diesel",69,"Silver",0,1900,4,4,1095,0,1,1,1,1,0,1,1,0,1,0
393,"TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors",10617.5,55,2000,85118,"Diesel",72,"Blue",0,2000,5,4,1135,0,1,1,1,1,0,0,0,0,1,0
394,"TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen",11302.5,52,2000,84036,"Diesel",69,"Grey",0,1900,5,4,1140,0,1,1,1,0,0,1,1,0,1,0
395,"TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen",13631.5,49,2000,81616,"Petrol",110,"Black",0,1600,5,4,1075,0,1,1,1,0,0,1,0,1,1,0
396,"TOYOTA Corolla 1.8D Stationwagen",6096.5,56,2000,80244,"Diesel",69,"White",0,1800,5,4,1110,0,1,1,0,0,0,0,0,0,1,0
397,"ÊTOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors",13631.5,50,2000,78352,"Petrol",110,"Black",0,1600,3,4,1055,0,1,1,1,0,0,1,0,1,1,0
398,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",12330,48,2000,74396,"Petrol",110,"Blue",0,1600,5,4,1080,0,1,1,1,1,0,1,1,1,1,1
399,"TOYOTA Corolla 1.9 D LB LINEA SOL 4/5-Doors",13631.5,53,2000,73259,"Diesel",69,"Blue",0,1900,5,4,1110,0,1,1,0,1,0,0,1,1,1,0
400,"TOYOTA Corolla 2.0 D4D HATCHB TERRA 2/3-Doors",17056.5,47,2000,72959,"Diesel",90,"Blue",0,2000,3,4,1165,0,1,1,1,0,0,1,1,0,1,0
401,"TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors",14385,55,2000,72801,"Petrol",110,"Green",0,1600,4,4,1035,1,1,1,1,1,0,1,0,0,1,0
402,"TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors",14727.5,54,2000,71796,"Petrol",110,"Blue",0,1600,4,4,1035,1,1,1,1,1,0,0,0,1,1,1
403,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",12261.5,53,2000,71520,"Petrol",97,"Grey",0,1400,3,4,1025,1,1,1,1,0,0,1,1,0,1,0
404,"TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors",14385,54,2000,71478,"Diesel",69,"Blue",0,1900,5,4,1140,0,1,1,1,1,0,1,1,0,1,0
405,"TOYOTA Corolla 2.0D 4/5-Doors",7055.5,56,2000,70826,"Diesel",72,"Green",0,2000,5,4,1135,0,1,1,0,0,0,0,0,0,1,0
406,"TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors",15001.5,49,2000,67013,"Petrol",97,"Blue",0,1400,5,4,1060,1,1,1,1,0,0,1,0,0,1,0
407,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",12946.5,52,2000,65115,"Petrol",97,"Black",0,1400,3,4,1025,1,1,1,1,1,0,1,1,0,1,0
408,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",13631.5,54,2000,64276,"Petrol",110,"Green",0,1600,5,4,1075,1,1,1,1,1,0,0,0,1,1,0
409,"TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen",15001.5,51,2000,64005,"Diesel",69,"White",0,1900,5,4,1140,0,1,1,1,0,0,1,0,0,1,0
410,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",16303,47,2000,63591,"Petrol",110,"Red",0,1600,5,4,1080,1,1,1,1,1,0,0,0,1,1,0
411,"TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors",13631.5,50,2000,63391,"Petrol",97,"Green",0,1400,5,4,1060,1,1,1,1,1,0,1,0,1,1,0
412,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",16371.5,54,2000,62970,"Petrol",110,"Red",0,1600,5,4,1080,1,1,1,1,1,0,0,0,1,1,0
413,"TOYOTA Corolla 1.6 16v TERRA 4/5-Doors",10823,50,2000,62046,"Petrol",110,"Red",0,1600,4,4,1035,0,1,1,0,0,0,0,0,0,1,0
414,"ÊTOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors",15001.5,52,2000,61709,"Petrol",110,"Black",0,1600,3,4,1055,1,1,1,1,1,0,1,1,1,1,0
415,"TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors",12261.5,48,2000,60950,"Diesel",69,"Grey",0,1900,5,4,1140,0,1,1,1,1,0,1,0,0,1,0
416,"ÊTOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen",16371.5,51,2000,60912,"Petrol",110,"Grey",0,1600,5,4,1080,1,1,1,1,0,0,1,0,0,1,0
417,"TOYOTA Corolla 1.6 HB SOL 2/3-Doors",14933,49,2000,60639,"Petrol",110,"Silver",0,1600,3,4,1045,0,1,0,0,1,0,0,0,1,1,1
418,"ÊTOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",13631.5,55,2000,60411,"Petrol",110,"Blue",0,1600,5,4,1080,0,1,1,1,1,0,1,0,1,1,0
419,"ÊTOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors",13631.5,51,2000,59729,"Diesel",72,"Black",0,2000,3,4,1115,0,1,1,1,0,0,0,0,0,1,0
420,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",15001.5,54,2000,59707,"Petrol",110,"Green",0,1600,5,4,1080,1,1,1,1,1,0,1,0,1,1,0
421,"ÊTOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors",12261.5,55,2000,58651,"Diesel",72,"Red",0,2000,3,4,1115,0,1,1,1,0,0,0,0,0,1,0
422,"ÊTOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",12261.5,55,2000,58478,"Petrol",86,"Blue",0,1300,3,4,1015,0,1,1,1,0,0,0,0,1,1,0
423,"TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors",14385,49,2000,56750,"Petrol",110,"Blue",0,1600,3,4,1055,1,1,1,1,1,0,1,0,1,1,0
424,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",12261.5,53,2000,56041,"Petrol",97,"White",0,1400,3,4,1025,0,1,1,1,0,0,0,1,0,1,0
425,"TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors",12672.5,53,2000,55977,"Diesel",69,"Red",0,1900,5,4,1140,1,1,1,1,0,0,1,0,0,1,1
426,"ÊTOYOTA Corolla LIFTBACK 1.4 VVT-i LINEA TERRA 4/5-Doors",15755,48,2000,55326,"Petrol",97,"Black",0,1400,5,4,1060,0,1,1,0,1,0,0,0,0,1,1
427,"ÊTOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen",13357.5,52,2000,55296,"Petrol",110,"Grey",0,1600,5,4,1075,0,1,1,1,0,0,1,0,0,1,0
428,"ÊTOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",13631.5,45,2000,54223,"Petrol",110,"Grey",0,1600,3,4,1040,1,1,1,1,0,0,1,0,1,1,0
429,"ÊTOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors",15686.5,49,2000,53569,"Petrol",110,"Grey",0,1600,3,4,1045,1,1,1,1,1,0,0,0,1,1,0
430,"TOYOTA Corolla 1.6 VVT-i L. Sol Wagon Stationwagen",17125,54,2000,52561,"Petrol",110,"Red",0,1600,5,4,1075,0,1,1,0,1,0,0,0,1,1,1
431,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",14385,50,2000,51920,"Petrol",110,"Green",0,1600,5,4,1075,0,1,1,1,0,0,1,1,0,1,0
432,"TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen",17741.5,50,2000,51634,"Petrol",110,"Silver",0,1600,5,4,1075,1,1,1,1,1,0,1,1,0,1,0
433,"ÊTOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",16714,50,2000,51447,"Petrol",110,"Green",0,1600,3,4,1040,1,1,1,1,1,0,0,1,0,1,0
434,"TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors",15001.5,50,2000,51403,"Petrol",97,"Black",0,1400,3,4,1030,1,1,1,1,1,0,1,1,1,1,0
435,"ÊTOYOTA Corolla 1.6 LB LINEA SOL 4/5-Doors",15001.5,54,2000,50888,"Petrol",110,"Green",0,1600,5,4,1105,0,1,1,0,1,0,0,1,1,1,0
436,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors",15467.3,49,2000,49903,"Petrol",110,"Silver",1,1600,3,4,1070,1,1,1,1,0,0,1,0,0,1,1
437,"TOYOTA Corolla 1.4 VVT-i Linea Sol HB 2/3-Doors",14727.5,49,2000,49760,"Petrol",97,"Silver",0,1400,3,4,1030,0,1,1,0,1,0,0,0,1,1,1
438,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",14926.15,53,2000,49580,"Petrol",110,"Red",0,1600,5,4,1075,1,1,1,1,0,0,1,0,0,1,0
439,"ÊTOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",15755,47,2000,48949,"CNG",110,"Black",0,1600,5,4,1119,1,1,1,1,0,0,0,0,0,1,1
440,"ÊTOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",13357.5,48,2000,48834,"Petrol",110,"Blue",0,1600,5,4,1075,0,1,1,1,0,0,1,0,1,1,1
441,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",14042.5,55,2000,48325,"Petrol",110,"Red",0,1600,3,4,1040,0,1,1,1,0,0,0,0,0,1,0
442,"TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors",17125,49,2000,48243,"Petrol",110,"Red",0,1600,4,4,1030,1,1,1,1,0,0,0,1,0,1,0
443,"ÊTOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors",16371.5,54,2000,48008,"Petrol",110,"Blue",0,1600,4,4,1035,1,1,1,1,1,0,0,1,1,1,0
444,"TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors",14727.5,50,2000,47323,"Petrol",97,"Blue",0,1400,5,4,1060,1,1,1,1,1,0,1,0,0,1,0
445,"ÊTOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors",15686.5,46,2000,46752,"Petrol",110,"Red",0,1600,4,4,1035,1,1,1,1,1,0,1,1,1,1,0
446,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",16371.5,54,2000,46741,"Petrol",110,"Grey",0,1600,5,4,1080,1,1,1,1,1,0,1,0,1,1,0
447,"TOYOTA Corolla 1.6 G6 HB 2/3-Doors",16097.5,48,2000,46625,"Petrol",110,"Silver",0,1600,3,4,1055,0,1,1,0,1,0,0,0,1,1,1
448,"ÊTOYOTA Corolla 1.6 16V VVT I SEDAN TERRA AUT4 4/5-Doors",15001.5,50,2000,46504,"Petrol",110,"Red",1,1600,4,4,1060,1,1,1,1,0,0,0,0,1,1,0
449,"ÊTOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",16371.5,55,2000,46420,"Petrol",110,"Grey",0,1600,5,4,1080,1,1,1,1,1,0,1,1,1,1,0
450,"ÊTOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors",15063.15,49,2000,46384,"Diesel",69,"Silver",0,1900,3,4,1105,1,1,1,1,0,0,0,0,0,1,1
451,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",15686.5,56,2000,46287,"Petrol",97,"Grey",0,1400,3,4,1025,0,1,1,1,0,0,1,0,0,1,0
452,"ÊTOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",12193,49,2000,46283,"Petrol",110,"Grey",0,1600,5,4,1075,1,1,1,1,0,0,0,1,0,1,0
453,"TOYOTA Corolla 1.6 4/5-Doors",14385,50,2000,45749,"Petrol",110,"Blue",0,1587,5,4,1075,0,1,1,1,0,0,0,0,1,1,0
454,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",16097.5,47,2000,45605,"Petrol",110,"Grey",0,1600,5,4,1075,1,1,1,1,0,0,1,0,1,1,0
455,"ÊTOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors",15686.5,49,2000,45464,"Petrol",97,"Silver",0,1400,3,4,1030,1,1,1,1,1,0,1,1,1,1,0
456,"TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors",16440,52,2000,45355,"Petrol",110,"Grey",0,1600,3,4,1055,0,1,1,1,1,0,1,0,1,1,0
457,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors",16371.5,50,2000,44884,"Petrol",110,"Blue",1,1600,3,4,1070,1,1,1,1,0,0,0,0,1,1,0
458,"ÊTOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",13494.5,53,2000,44734,"Petrol",97,"Green",0,1400,3,4,1025,0,1,1,1,1,0,1,0,1,1,0
459,"ÊTOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors",15001.5,54,2000,44563,"Petrol",110,"Blue",0,1600,4,4,1035,0,1,1,1,1,0,1,1,0,1,0
460,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",15001.5,54,2000,44284,"Petrol",110,"Green",0,1600,5,4,1080,0,1,1,1,1,0,1,0,1,1,0
461,"TOYOTA Corolla 1.9 D Linea Terra 2/3-Doors",11912.15,50,2000,43764,"Diesel",69,"Green",0,1900,3,4,1105,0,1,1,0,0,0,0,0,1,1,1
462,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",15056.3,53,2000,43639,"Petrol",110,"Blue",0,1600,3,4,1040,0,1,1,1,1,0,1,0,0,1,1
463,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",13015,55,2000,43375,"Petrol",97,"Silver",0,1400,3,4,1025,0,1,1,1,0,0,1,0,0,1,1
464,"ÊTOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors",16371.5,49,2000,43279,"Petrol",86,"Red",0,1300,3,4,1025,0,1,1,1,1,0,0,0,1,1,0
465,"TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors",14727.5,46,2000,43226,"Petrol",97,"Blue",0,1400,5,4,1065,1,1,1,1,1,0,1,0,1,1,0
466,"ÊTOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors",11987.5,47,2000,42870,"Diesel",69,"Blue",0,1900,5,4,1140,0,0,1,1,1,0,0,0,0,1,0
467,"TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors",11987.5,49,2000,42599,"Petrol",110,"Blue",0,1600,4,4,1030,0,1,1,1,0,0,1,1,1,1,0
468,"TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors",15686.5,55,2000,42571,"Diesel",72,"Red",0,2000,3,4,1115,1,1,1,1,0,0,0,1,0,1,0
469,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",13631.5,46,2000,42506,"Petrol",97,"Red",0,1400,3,4,1025,1,1,1,1,0,0,1,1,1,1,0
470,"TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen",16371.5,56,2000,41489,"Petrol",110,"Red",0,1600,5,4,1090,1,1,1,1,1,0,0,0,1,1,0
471,"ÊTOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen",19111.5,52,2000,41333,"Petrol",110,"Blue",0,1600,5,4,1080,1,1,1,1,1,0,1,1,1,1,0
472,"ÊTOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors",15412.5,54,2000,41045,"Petrol",110,"Black",0,1600,5,4,1090,0,1,1,1,1,0,1,0,1,1,0
473,"TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors",14933,50,2000,40677,"Petrol",97,"Green",0,1400,5,4,1060,0,1,1,1,1,0,0,1,0,1,0
474,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",13357.5,56,2000,40633,"Petrol",97,"Silver",0,1400,3,4,1025,1,1,1,1,0,0,0,1,0,1,0
475,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",13631.5,52,2000,40490,"Petrol",97,"Grey",0,1400,3,4,1025,1,1,1,1,1,0,1,0,0,1,1
476,"TOYOTA Corolla 1.6 sol lb 4/5-Doors",16371.5,56,2000,40384,"Petrol",110,"Silver",0,1600,5,4,1075,0,0,0,0,1,0,0,0,0,0,0
477,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",14316.5,48,2000,39883,"Petrol",110,"Grey",0,1600,3,4,1040,0,1,1,1,0,0,1,0,0,1,0
478,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",12261.5,54,2000,39763,"Petrol",97,"Blue",0,1400,3,4,1025,0,1,1,1,0,0,0,0,0,1,1
479,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",14042.5,54,2000,39634,"Petrol",110,"Green",0,1600,5,4,1075,0,1,1,1,1,0,1,0,1,1,1
480,"TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors",13604.1,53,2000,39536,"Petrol",110,"Blue",0,1600,4,4,1035,0,1,1,1,1,0,1,1,1,1,0
481,"ÊTOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",14385,54,2000,39226,"Petrol",110,"Blue",0,1600,3,4,1050,1,1,1,1,1,0,0,0,1,1,0
482,"TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors",16371.5,54,2000,39218,"Petrol",110,"Silver",0,1600,4,4,1035,1,1,1,1,1,0,0,1,1,1,0
